N,P,K,temperature,humidity,ph,rainfall,label
150.01,69.14,56.79,24.22,66.55,6.9,433.2,Maize
136.27,67.42,59.35,23.52,69.61,6.75,408.3,Maize
171.59,70.48,57.13,24.14,72.21,6.73,323.4,Maize
154.15,47.25,71.7,23.76,70.59,6.88,395.0,Maize
136.03,71.74,65.57,25.11,69.89,6.75,387.0,Maize
131.42,53.4,54.89,25.28,76.16,6.68,441.2,Maize
147.08,62.74,62.72,23.75,69.73,6.76,478.3,Maize
158.3,63.89,55.8,24.7,70.14,6.75,547.1,Maize
166.77,65.81,71.53,23.54,74.18,7.02,447.2,Maize
127.12,49.63,56.52,24.35,69.11,6.73,544.1,Maize
166.31,69.66,58.03,22.84,67.38,6.69,446.6,Maize
150.86,62.33,63.45,23.15,72.7,6.94,367.5,Maize
142.65,74.27,58.76,23.42,69.97,6.78,290.6,Maize
135.07,54.63,74.86,24.7,69.21,6.96,423.5,Maize
159.3,64.52,58.37,25.11,71.4,6.97,463.7,Maize
128.2,51.53,64.38,23.9,67.28,7.02,418.3,Maize
139.45,57.22,47.86,24.0,68.2,6.97,459.3,Maize
130.62,52.45,45.29,23.49,69.75,6.56,487.1,Maize
155.47,57.26,62.8,24.47,69.06,6.7,471.5,Maize
156.83,58.5,65.33,23.93,66.9,6.87,397.7,Maize
142.97,60.98,58.09,23.03,70.77,6.96,447.7,Maize
142.89,59.51,60.65,24.36,69.02,6.72,429.2,Maize
150.25,55.4,59.58,24.59,71.95,6.75,321.0,Maize
161.9,57.42,68.06,24.54,73.99,6.82,360.3,Maize
143.96,54.82,66.79,23.08,73.75,6.84,402.1,Maize
153.01,59.34,42.81,24.26,71.35,6.92,442.0,Maize
162.49,46.36,55.56,23.86,67.93,6.79,453.1,Maize
140.07,62.95,62.43,24.41,70.18,6.87,450.0,Maize
168.01,48.02,78.33,23.94,67.45,6.82,397.3,Maize
140.97,65.5,67.83,24.0,74.09,6.81,268.8,Maize
167.81,64.57,48.44,23.54,69.98,6.86,472.5,Maize
152.48,78.37,58.89,23.11,71.48,6.82,432.8,Maize
143.53,55.29,67.83,22.97,69.79,6.74,415.5,Maize
160.95,53.89,63.46,24.2,70.2,6.78,379.8,Maize
146.99,67.75,77.86,23.6,71.55,6.85,498.3,Maize
167.22,51.05,70.63,23.32,69.58,6.7,474.5,Maize
166.69,68.99,69.64,24.7,72.19,6.61,603.4,Maize
167.44,62.82,58.58,23.37,69.37,6.87,312.7,Maize
152.13,54.2,58.1,25.01,66.72,6.88,542.1,Maize
124.17,67.59,63.44,24.77,68.81,6.75,479.1,Maize
154.37,63.39,48.17,23.96,67.59,6.95,633.2,Maize
148.72,60.04,52.12,24.13,67.61,6.87,414.0,Maize
157.1,54.6,44.47,24.2,67.44,6.85,506.3,Maize
157.99,57.37,50.21,24.1,70.65,6.77,525.3,Maize
133.35,60.09,74.9,23.96,69.97,6.84,400.3,Maize
153.67,57.21,50.29,23.87,67.58,6.77,471.2,Maize
157.77,62.52,54.97,24.44,69.68,7.01,581.2,Maize
147.23,60.72,56.27,23.98,67.65,7.01,602.3,Maize
138.65,62.3,54.84,23.89,73.15,6.7,610.2,Maize
157.23,58.86,52.41,24.26,69.39,6.85,399.7,Maize
144.09,47.09,60.77,23.91,69.6,6.85,397.3,Maize
106.75,41.75,40.82,30.07,66.57,6.78,370.1,Jowar
89.84,39.26,40.71,30.85,55.48,7.1,375.6,Jowar
103.34,44.39,45.49,32.8,60.66,7.0,396.7,Jowar
94.81,33.62,40.79,29.39,60.61,6.96,339.5,Jowar
104.22,38.22,38.16,30.23,58.75,7.29,317.2,Jowar
96.21,40.94,39.42,29.45,60.75,7.06,380.7,Jowar
94.57,46.95,33.81,30.5,61.19,7.14,433.0,Jowar
97.33,49.96,34.79,31.17,57.51,6.92,289.4,Jowar
92.93,44.35,46.01,29.37,65.25,6.76,342.6,Jowar
94.08,48.32,36.27,29.9,58.84,7.25,254.9,Jowar
107.2,38.43,31.37,29.6,60.15,6.91,558.3,Jowar
103.43,43.17,39.9,29.29,61.74,6.98,334.4,Jowar
107.31,35.49,47.79,29.54,58.14,6.7,343.4,Jowar
97.92,42.14,35.56,29.01,58.47,6.76,386.2,Jowar
87.53,40.04,40.38,30.2,59.98,7.0,501.8,Jowar
98.66,34.32,47.89,31.34,55.88,7.06,335.3,Jowar
82.97,43.18,38.06,30.17,59.1,7.32,393.7,Jowar
103.41,34.62,45.61,29.78,59.0,7.51,283.8,Jowar
101.53,31.69,36.14,30.4,61.54,7.07,459.5,Jowar
93.6,36.15,42.39,30.33,55.46,6.95,334.0,Jowar
98.61,40.04,34.09,32.04,60.39,7.04,509.3,Jowar
94.98,45.16,37.13,29.71,56.95,6.65,460.3,Jowar
103.91,37.42,37.61,30.72,64.54,7.1,398.6,Jowar
91.78,37.23,46.61,30.3,58.41,7.09,448.4,Jowar
103.6,46.0,43.19,30.15,59.41,7.03,311.1,Jowar
104.3,40.18,35.7,28.54,58.63,7.25,294.1,Jowar
98.49,31.86,36.55,30.9,60.74,7.26,339.4,Jowar
103.15,40.09,31.96,31.66,59.24,6.89,290.1,Jowar
96.31,41.01,37.33,29.1,58.47,7.0,420.1,Jowar
104.44,29.87,42.39,31.43,62.64,6.97,428.7,Jowar
117.46,31.97,39.17,28.55,54.36,7.27,284.0,Jowar
106.41,43.28,35.82,31.44,56.72,6.9,345.4,Jowar
97.98,44.05,45.75,28.05,60.08,6.94,516.2,Jowar
96.65,43.6,42.42,30.59,59.28,7.02,324.5,Jowar
102.67,40.53,36.17,29.18,60.39,7.11,470.9,Jowar
103.18,38.71,39.41,30.69,57.65,7.07,299.7,Jowar
83.68,34.69,45.4,29.16,59.91,7.28,481.8,Jowar
92.1,39.79,36.26,30.06,59.66,6.79,411.2,Jowar
106.77,44.44,42.19,29.53,60.31,7.11,350.2,Jowar
94.75,46.96,44.17,32.12,56.64,7.18,394.5,Jowar
106.15,45.77,39.87,29.64,56.74,6.92,293.1,Jowar
94.58,46.65,41.33,28.15,64.81,6.89,335.0,Jowar
100.44,48.34,30.89,29.65,57.82,6.93,375.2,Jowar
103.44,37.64,47.53,30.91,57.35,7.18,383.6,Jowar
96.92,43.73,37.35,30.01,58.2,7.04,333.3,Jowar
101.87,44.11,46.54,28.99,63.65,6.7,348.5,Jowar
89.44,46.55,43.49,29.29,58.23,7.06,454.9,Jowar
104.18,37.27,40.73,30.35,58.89,6.95,441.5,Jowar
99.91,31.0,42.89,30.83,62.33,6.98,341.9,Jowar
106.73,32.87,50.0,31.39,59.31,7.1,361.6,Jowar
89.01,35.06,41.4,29.19,63.0,6.91,370.2,Jowar
103.25,37.19,41.36,28.88,57.89,7.09,281.3,Jowar
92.05,38.56,46.81,31.9,57.32,6.92,243.6,Jowar
94.51,31.66,40.19,30.44,59.39,6.85,346.3,Jowar
101.35,36.88,41.7,28.98,60.83,7.16,300.9,Jowar
114.76,44.43,37.35,30.72,55.77,7.37,343.4,Jowar
116.1,39.13,49.51,30.31,57.02,6.91,351.1,Jowar
106.36,43.77,31.54,29.21,58.41,7.11,271.0,Jowar
87.33,37.68,38.77,28.05,53.76,7.17,363.2,Jowar
108.42,32.94,39.81,30.44,54.36,7.29,377.7,Jowar
93.64,40.63,42.12,28.6,61.62,6.54,369.9,Jowar
82.63,44.32,42.33,29.97,58.41,6.88,347.1,Jowar
104.61,43.36,37.49,29.21,59.5,6.91,494.7,Jowar
88.36,38.17,50.0,28.93,56.93,7.04,369.1,Jowar
102.74,43.19,42.54,30.38,59.19,6.74,359.1,Jowar
93.23,38.95,40.06,32.45,63.38,7.1,341.3,Jowar
92.08,40.3,40.65,30.61,63.5,7.3,371.3,Jowar
96.16,33.14,40.7,29.39,59.49,7.63,259.4,Jowar
113.14,42.63,42.31,29.64,61.87,7.23,313.9,Jowar
97.85,36.04,38.67,29.96,56.49,7.18,362.2,Jowar
104.62,35.97,30.36,29.79,62.94,7.04,396.9,Jowar
113.17,45.54,38.34,30.84,57.89,6.87,498.1,Jowar
92.37,34.16,42.78,28.93,63.02,6.8,261.8,Jowar
96.54,43.34,33.62,30.98,59.39,6.86,272.7,Jowar
102.42,37.34,35.98,30.1,58.49,6.95,327.1,Jowar
83.57,35.43,38.14,28.94,57.81,7.12,303.4,Jowar
89.6,41.26,38.48,30.88,58.04,6.68,398.7,Jowar
104.79,41.91,34.44,31.13,59.81,6.94,313.3,Jowar
106.96,36.37,38.11,28.68,55.36,6.91,219.8,Jowar
109.76,41.23,39.3,29.75,59.1,6.65,391.7,Jowar
91.91,35.94,38.49,29.18,58.05,7.0,397.1,Jowar
82.98,43.5,43.34,29.81,59.51,7.3,300.0,Jowar
92.09,41.57,42.86,30.85,58.34,6.92,245.0,Jowar
112.44,43.98,42.03,28.5,56.43,7.37,331.5,Jowar
106.77,46.98,47.09,30.04,53.73,7.14,441.7,Jowar
101.34,33.53,38.87,28.44,53.03,6.9,291.9,Jowar
106.19,39.4,41.99,27.95,57.81,7.02,422.0,Jowar
103.1,41.74,39.69,30.75,60.17,7.02,400.4,Jowar
103.34,34.84,36.7,31.15,56.06,7.11,324.5,Jowar
107.81,43.01,38.19,28.08,66.16,7.13,437.8,Jowar
94.93,39.48,42.95,29.23,65.67,7.02,377.9,Jowar
90.72,40.63,50.0,30.1,60.67,7.24,390.4,Jowar
118.21,44.59,42.68,30.75,62.87,6.96,360.9,Jowar
103.59,35.17,33.48,29.2,61.17,6.99,335.3,Jowar
98.28,33.09,43.06,28.35,53.97,6.77,294.9,Jowar
101.48,41.03,46.88,29.77,57.08,7.08,413.4,Jowar
113.5,37.63,43.37,28.55,57.22,7.1,275.9,Jowar
91.33,36.29,50.0,30.07,62.6,6.93,305.5,Jowar
97.4,45.65,40.45,29.66,61.62,7.09,333.7,Jowar
85.86,29.03,32.64,28.92,58.27,6.83,330.8,Jowar
63.25,49.48,39.43,29.28,54.66,7.57,212.8,Bajra
79.78,43.85,39.75,28.86,55.29,7.31,212.0,Bajra
54.59,41.51,30.26,31.32,52.21,7.44,174.9,Bajra
72.97,49.76,38.68,29.64,53.32,7.5,269.8,Bajra
50.0,34.76,46.38,31.03,63.41,7.48,360.6,Bajra
68.54,45.91,38.42,29.83,60.4,7.61,319.2,Bajra
90.87,39.47,41.35,28.91,54.58,7.17,285.3,Bajra
82.32,41.08,36.02,31.38,54.19,7.2,296.8,Bajra
96.12,34.74,34.82,29.67,57.8,7.68,220.6,Bajra
73.17,38.18,44.98,29.98,54.89,7.47,240.5,Bajra
94.36,35.66,32.62,30.29,56.26,7.45,213.6,Bajra
78.41,35.39,40.78,30.65,50.26,7.57,228.0,Bajra
83.17,33.06,37.05,29.31,59.25,7.47,287.7,Bajra
84.57,39.33,42.01,28.46,52.94,7.6,275.7,Bajra
67.47,43.48,44.13,28.91,62.76,7.59,300.9,Bajra
79.59,39.0,40.63,27.19,51.73,7.39,245.0,Bajra
69.38,40.28,45.98,31.05,58.23,7.42,277.2,Bajra
65.02,39.55,40.31,30.86,48.13,7.5,266.8,Bajra
81.34,37.35,36.36,30.81,56.71,7.71,267.9,Bajra
81.13,36.25,32.71,30.77,55.8,7.68,269.5,Bajra
57.54,38.64,44.1,30.14,54.97,7.39,266.3,Bajra
75.06,37.98,38.46,30.67,56.39,7.5,257.9,Bajra
76.17,43.67,43.53,32.21,54.28,7.46,328.2,Bajra
61.39,44.39,34.64,28.45,57.11,7.58,284.7,Bajra
62.44,35.91,40.62,28.5,47.09,7.49,268.4,Bajra
84.77,44.06,43.24,29.75,55.39,7.36,262.4,Bajra
75.59,33.52,31.64,29.74,54.27,7.6,261.1,Bajra
100.0,33.84,47.67,28.89,54.93,7.44,296.1,Bajra
80.61,35.24,46.39,28.99,59.83,7.66,300.7,Bajra
66.53,31.25,46.88,29.29,52.23,7.51,263.6,Bajra
64.47,40.97,33.97,30.73,57.31,7.26,323.9,Bajra
68.16,49.39,42.72,30.29,56.37,7.41,262.4,Bajra
72.87,39.6,36.35,30.6,53.69,7.72,263.4,Bajra
71.81,41.11,38.4,30.14,50.1,7.45,224.2,Bajra
95.86,37.01,38.51,29.98,58.86,7.24,249.3,Bajra
90.61,41.18,36.95,28.53,52.5,7.62,286.3,Bajra
55.33,36.75,43.95,29.56,54.6,7.59,180.0,Bajra
67.39,30.55,40.23,28.77,53.25,7.65,240.1,Bajra
73.04,44.82,42.16,29.67,55.97,7.44,252.3,Bajra
88.46,38.27,43.11,32.53,52.03,7.52,205.3,Bajra
83.39,41.93,39.61,27.91,51.78,7.72,336.7,Bajra
77.02,39.22,37.71,27.36,56.46,7.47,253.1,Bajra
89.67,44.03,44.83,29.72,46.87,7.4,373.6,Bajra
78.88,50.0,36.52,29.41,49.13,7.5,279.4,Bajra
67.31,39.81,41.45,31.39,55.95,7.22,290.4,Bajra
93.39,41.02,39.81,31.94,57.12,7.42,321.6,Bajra
63.36,39.52,33.68,31.94,56.97,7.62,296.5,Bajra
77.42,30.14,44.05,31.14,54.62,7.44,228.0,Bajra
77.59,36.95,38.1,29.96,47.46,7.58,322.4,Bajra
74.9,38.28,31.01,30.55,55.87,7.52,236.3,Bajra
83.31,35.52,36.47,30.34,56.0,7.5,227.7,Bajra
75.52,33.09,48.69,30.35,60.59,7.3,223.8,Bajra
73.68,38.09,34.4,32.43,57.57,7.41,312.0,Bajra
81.63,48.89,50.0,30.24,60.88,7.48,234.4,Bajra
69.94,47.67,38.93,29.22,51.8,7.53,210.6,Bajra
76.7,33.0,46.23,30.84,56.47,7.59,286.8,Bajra
67.52,43.26,40.93,30.51,58.5,7.58,220.3,Bajra
72.61,46.76,41.11,32.13,49.93,7.39,298.9,Bajra
90.81,35.17,42.13,29.75,49.18,7.38,239.0,Bajra
57.21,45.16,37.88,28.6,52.94,7.4,271.7,Bajra
86.23,42.37,38.79,32.14,55.61,7.35,227.8,Bajra
83.54,36.46,36.85,28.87,49.71,7.44,331.1,Bajra
84.13,38.31,43.54,30.58,58.62,7.61,261.3,Bajra
72.57,41.96,37.09,32.65,58.06,7.63,225.7,Bajra
78.35,43.64,47.71,29.6,62.16,7.48,192.2,Bajra
86.06,42.35,40.76,31.77,56.31,7.6,336.3,Bajra
79.14,47.35,42.95,29.95,57.77,7.68,366.6,Bajra
87.68,36.26,37.26,31.15,56.82,7.38,271.1,Bajra
83.56,42.29,35.35,28.46,49.28,7.45,229.1,Bajra
66.23,33.91,43.96,26.82,56.78,7.53,281.2,Bajra
81.39,40.97,39.4,28.31,50.86,7.77,273.8,Bajra
74.32,38.06,42.89,30.15,54.19,7.34,298.2,Bajra
74.94,50.0,45.47,30.23,59.21,7.55,282.7,Bajra
83.0,43.52,34.99,31.29,56.29,7.33,273.4,Bajra
93.88,39.0,43.6,30.09,61.14,7.47,250.4,Bajra
70.05,40.46,48.11,30.83,52.67,7.5,246.9,Bajra
67.56,35.69,36.65,28.64,57.28,7.65,298.8,Bajra
70.95,34.46,43.64,30.6,57.13,7.3,246.0,Bajra
80.12,46.51,39.31,28.61,50.41,7.61,229.0,Bajra
67.99,40.92,40.94,28.33,57.3,7.68,318.3,Bajra
82.35,39.4,37.55,32.05,50.38,7.37,288.4,Bajra
74.89,39.67,35.33,28.83,56.17,7.54,246.5,Bajra
86.04,42.11,42.38,30.27,47.02,7.47,345.1,Bajra
85.56,36.1,43.69,28.4,54.74,7.38,246.3,Bajra
66.63,31.55,35.37,29.05,56.41,7.26,253.0,Bajra
89.36,38.55,25.02,30.36,59.22,7.64,285.1,Bajra
79.79,42.94,42.71,27.68,57.81,7.58,235.1,Bajra
60.77,50.0,41.85,31.45,53.88,7.61,290.5,Bajra
72.53,39.33,42.31,29.37,48.31,7.28,262.4,Bajra
94.93,48.1,39.65,30.83,57.25,7.48,296.1,Bajra
74.64,35.91,35.61,30.32,49.44,7.4,194.0,Bajra
66.59,44.0,33.83,30.23,54.33,7.53,225.1,Bajra
69.77,39.73,42.85,30.76,49.61,7.67,249.1,Bajra
57.74,45.19,33.5,30.45,55.03,7.71,275.6,Bajra
84.36,39.6,44.87,28.52,52.42,7.55,266.5,Bajra
82.65,40.47,44.13,27.87,55.6,7.54,257.1,Bajra
75.54,47.85,46.69,30.03,52.04,7.45,323.7,Bajra
70.77,35.73,40.96,31.4,58.64,7.47,339.9,Bajra
76.84,34.86,40.35,30.09,57.97,7.28,275.2,Bajra
71.53,40.53,36.14,29.51,58.27,7.51,262.5,Bajra
42.52,29.5,31.39,27.22,63.13,6.28,338.3,Sesamum
48.53,23.14,28.11,26.59,63.6,6.24,371.0,Sesamum
34.36,35.27,38.36,27.87,62.85,6.16,375.8,Sesamum
44.33,30.74,37.22,25.84,63.94,6.09,219.8,Sesamum
42.13,31.39,41.35,27.15,64.76,6.29,292.0,Sesamum
45.33,29.08,37.74,27.06,63.21,6.13,333.3,Sesamum
36.44,34.46,39.82,26.97,66.0,6.24,406.2,Sesamum
46.05,28.18,33.59,26.91,60.76,6.43,280.2,Sesamum
49.91,29.13,34.93,26.94,66.6,6.16,289.5,Sesamum
45.89,38.71,40.76,26.36,63.97,6.1,449.9,Sesamum
46.12,26.0,35.07,26.47,67.16,6.2,308.0,Sesamum
44.06,30.43,38.82,26.21,63.67,6.32,269.4,Sesamum
44.59,33.89,41.99,26.55,65.12,6.25,263.7,Sesamum
46.59,27.34,33.82,27.05,63.18,6.01,330.7,Sesamum
49.29,26.25,33.37,27.92,65.13,6.26,487.9,Sesamum
43.53,27.96,32.12,26.82,62.21,6.1,392.9,Sesamum
41.43,29.97,32.59,25.52,67.45,6.2,277.6,Sesamum
54.5,23.37,35.53,26.42,64.29,6.3,322.9,Sesamum
58.03,27.84,30.64,26.57,63.47,6.13,378.0,Sesamum
44.41,25.22,30.84,26.55,64.78,6.12,300.1,Sesamum
40.76,31.29,33.27,25.88,64.31,6.37,273.6,Sesamum
46.81,33.42,34.5,27.35,68.41,6.23,365.8,Sesamum
47.53,32.06,38.09,26.6,64.38,6.33,543.9,Sesamum
55.99,33.58,31.09,26.71,68.16,6.17,346.6,Sesamum
42.76,32.03,36.08,26.94,63.07,6.03,332.8,Sesamum
37.36,30.36,31.44,27.11,61.82,6.25,241.0,Sesamum
38.55,27.61,35.4,27.38,57.94,6.32,316.4,Sesamum
41.24,31.04,34.2,26.36,64.81,6.27,385.2,Sesamum
44.99,26.38,33.56,26.49,66.79,6.14,319.5,Sesamum
42.62,35.46,26.65,28.07,63.47,5.96,495.9,Sesamum
42.42,31.47,29.1,26.4,64.09,6.07,344.0,Sesamum
50.02,26.89,29.34,27.17,68.0,6.11,345.3,Sesamum
44.12,25.43,36.74,27.52,65.07,6.2,293.8,Sesamum
58.53,29.18,34.35,26.89,67.71,6.19,292.2,Sesamum
42.99,35.98,28.06,27.85,64.94,6.42,358.1,Sesamum
37.93,30.39,33.96,28.25,65.92,6.34,224.7,Sesamum
42.69,23.23,38.74,27.8,66.18,6.24,278.4,Sesamum
46.2,32.02,32.15,26.67,59.95,6.43,520.5,Sesamum
43.54,23.74,39.36,26.89,64.23,5.92,427.1,Sesamum
42.51,26.99,36.12,27.23,67.7,6.19,227.0,Sesamum
44.59,29.45,38.68,26.58,67.61,6.21,406.6,Sesamum
45.69,35.45,38.49,27.32,67.95,6.14,398.0,Sesamum
46.75,29.52,32.03,27.45,62.06,6.17,411.1,Sesamum
41.8,35.91,37.06,27.14,66.19,6.2,335.5,Sesamum
56.52,31.48,38.0,26.85,63.22,6.29,357.5,Sesamum
51.99,24.63,36.76,27.08,64.43,6.1,416.1,Sesamum
44.03,28.91,31.47,27.4,61.03,6.12,259.7,Sesamum
44.73,30.48,33.32,27.07,63.17,5.97,356.6,Sesamum
50.83,30.85,37.02,26.51,63.8,6.33,329.5,Sesamum
46.97,24.46,29.14,27.63,65.12,6.38,311.7,Sesamum
52.81,28.45,39.21,27.05,65.46,6.41,418.6,Sesamum
42.05,23.88,39.48,26.99,67.32,6.09,308.1,Sesamum
60.0,34.87,30.27,27.58,63.33,6.1,324.0,Sesamum
43.27,34.72,35.86,28.11,62.65,6.32,389.8,Sesamum
58.19,33.38,34.36,27.11,60.71,6.05,354.9,Sesamum
45.02,32.51,32.73,27.39,65.85,6.27,326.4,Sesamum
54.11,32.19,31.81,26.45,65.31,6.21,350.4,Sesamum
32.43,26.3,28.42,26.72,61.08,6.12,391.2,Sesamum
32.32,32.75,29.14,26.47,66.1,6.24,273.8,Sesamum
37.04,30.97,40.39,27.06,62.71,6.19,266.7,Sesamum
38.59,34.95,32.05,27.25,66.18,6.05,307.4,Sesamum
52.39,27.07,36.47,26.16,67.91,6.11,350.4,Sesamum
34.64,28.38,35.36,26.89,63.98,6.11,286.3,Sesamum
42.33,25.57,36.3,27.59,64.39,6.09,400.1,Sesamum
53.5,24.27,30.63,26.45,65.71,6.19,355.9,Sesamum
43.75,32.49,25.0,26.42,64.53,6.09,381.2,Sesamum
56.95,27.76,33.58,27.37,61.43,6.05,355.1,Sesamum
47.99,26.18,35.25,27.7,62.66,6.19,321.5,Sesamum
55.63,27.58,34.33,26.93,65.35,6.14,310.4,Sesamum
41.81,36.38,36.49,27.0,66.01,6.11,384.0,Sesamum
60.0,28.88,32.22,27.52,60.95,6.15,410.3,Sesamum
45.62,28.43,36.62,27.85,64.5,6.15,423.6,Sesamum
44.7,35.97,32.07,26.89,65.24,6.25,422.4,Sesamum
34.81,32.21,31.36,27.29,66.05,6.06,324.7,Sesamum
43.96,30.28,42.16,26.52,66.93,5.97,407.7,Sesamum
34.59,29.0,40.88,25.96,61.78,6.2,385.2,Sesamum
45.64,28.19,36.08,26.91,68.23,6.18,431.8,Sesamum
46.13,29.34,36.29,26.78,68.68,6.2,441.7,Sesamum
40.99,22.93,40.92,27.55,65.17,6.13,331.5,Sesamum
47.34,31.51,41.0,26.79,63.37,6.01,369.6,Sesamum
60.0,27.74,37.43,26.64,68.3,6.29,307.1,Sesamum
53.28,40.0,36.58,26.35,64.03,5.84,263.5,Sesamum
42.8,32.46,45.0,26.66,64.35,6.23,400.3,Sesamum
50.44,25.29,37.66,26.76,67.07,6.03,319.6,Sesamum
52.45,25.54,35.14,27.3,62.67,6.01,413.1,Sesamum
52.19,27.75,38.86,27.61,69.62,6.16,325.4,Sesamum
44.01,26.36,30.8,27.54,67.55,6.32,336.0,Sesamum
42.14,33.24,37.08,26.95,60.03,6.08,395.4,Sesamum
36.15,32.03,38.26,27.26,63.94,6.35,334.2,Sesamum
42.48,27.09,35.72,25.55,60.61,6.26,360.0,Sesamum
41.73,32.07,33.87,25.51,66.45,6.11,497.0,Sesamum
44.66,33.76,36.78,26.94,68.8,6.44,392.5,Sesamum
46.02,29.5,31.71,26.1,67.66,6.34,403.5,Sesamum
37.97,27.5,31.58,27.24,65.95,6.17,220.1,Sesamum
42.08,32.01,38.6,26.29,69.48,6.2,398.5,Sesamum
49.93,37.66,38.85,26.55,65.1,6.34,324.9,Sesamum
48.6,28.38,30.07,26.16,62.73,6.0,309.1,Sesamum
50.68,27.84,37.52,27.33,64.52,6.22,386.3,Sesamum
46.85,29.76,28.84,27.3,66.59,6.11,327.2,Sesamum
45.72,28.27,40.01,26.94,68.83,6.28,334.6,Sesamum
86.45,68.73,73.0,24.54,67.14,7.04,378.9,Sunflower
88.53,67.71,75.22,27.9,65.52,7.05,294.4,Sunflower
86.38,62.47,46.1,24.34,63.18,7.01,273.0,Sunflower
71.5,67.92,48.47,24.15,64.74,7.13,235.2,Sunflower
82.17,58.57,62.62,23.6,64.02,6.97,323.0,Sunflower
93.11,55.71,49.22,25.06,68.67,6.99,310.9,Sunflower
73.58,64.36,62.82,25.21,64.24,6.92,391.0,Sunflower
82.15,50.94,54.59,23.55,65.66,7.05,352.2,Sunflower
76.06,62.48,62.23,25.49,67.84,6.96,264.9,Sunflower
75.54,62.5,57.02,26.57,62.28,6.9,334.0,Sunflower
80.04,52.51,54.46,25.64,67.56,7.13,341.3,Sunflower
95.3,60.04,66.42,24.04,64.23,6.95,393.3,Sunflower
99.64,55.31,60.88,26.17,66.02,6.91,300.9,Sunflower
78.78,62.44,46.65,25.32,67.76,6.95,280.5,Sunflower
84.07,51.96,53.39,25.39,66.16,7.05,427.0,Sunflower
71.21,71.05,76.73,26.73,64.59,7.07,433.1,Sunflower
98.46,44.49,62.76,24.78,66.27,6.98,291.8,Sunflower
71.26,52.86,63.62,23.24,67.02,7.0,247.3,Sunflower
77.86,72.4,61.52,25.49,68.68,7.13,285.5,Sunflower
92.74,55.31,69.11,25.26,66.59,6.94,316.8,Sunflower
83.71,55.82,68.14,24.76,62.34,7.05,361.0,Sunflower
74.99,57.94,70.73,24.61,65.78,7.08,332.4,Sunflower
93.27,63.29,62.76,25.0,62.87,6.88,357.3,Sunflower
83.73,58.39,65.09,25.77,65.95,7.03,342.6,Sunflower
89.82,59.57,61.63,25.06,64.11,6.99,404.2,Sunflower
94.43,67.19,55.12,25.57,63.98,6.94,309.7,Sunflower
90.44,58.25,54.11,25.0,64.48,6.94,256.8,Sunflower
85.6,69.37,62.92,26.23,63.5,6.93,237.6,Sunflower
81.9,64.22,46.51,23.43,65.16,7.09,360.6,Sunflower
71.37,61.88,50.33,25.7,60.57,6.8,412.4,Sunflower
82.71,44.27,64.97,24.88,61.53,6.94,284.5,Sunflower
66.13,58.48,60.69,24.88,64.88,6.95,271.8,Sunflower
85.67,56.75,53.67,23.29,65.93,7.0,372.1,Sunflower
93.05,63.09,56.59,25.12,63.39,6.9,374.1,Sunflower
70.2,66.84,58.0,24.65,66.59,7.02,277.4,Sunflower
82.91,65.16,57.82,24.6,66.03,6.94,379.1,Sunflower
73.3,47.61,64.55,24.93,62.66,7.04,307.0,Sunflower
87.53,61.39,56.75,26.2,69.73,7.02,338.0,Sunflower
75.95,49.12,60.75,25.0,62.9,7.0,357.2,Sunflower
83.9,59.07,60.26,25.4,62.71,7.0,364.9,Sunflower
74.91,45.79,66.24,23.48,74.19,7.14,210.0,Sunflower
85.77,66.11,58.07,24.36,63.31,6.93,271.9,Sunflower
78.35,66.88,70.23,25.03,64.15,6.96,338.1,Sunflower
82.39,68.79,76.59,26.93,64.15,6.96,349.2,Sunflower
77.35,64.91,68.0,24.42,68.16,7.03,365.1,Sunflower
92.62,51.78,74.61,27.38,66.04,6.94,287.4,Sunflower
79.26,76.99,61.6,27.99,68.91,6.95,248.4,Sunflower
78.36,55.82,59.02,23.64,62.94,7.16,283.0,Sunflower
77.6,55.76,53.65,23.56,62.51,7.03,307.0,Sunflower
75.76,60.81,64.14,25.8,64.39,7.03,238.4,Sunflower
83.52,64.69,70.76,23.46,70.71,7.05,346.6,Sunflower
72.27,60.26,55.76,23.44,66.66,6.85,424.3,Sunflower
83.71,58.12,61.66,25.24,66.44,7.17,346.7,Sunflower
89.36,52.69,60.74,23.47,61.8,6.95,327.7,Sunflower
90.88,56.16,58.86,24.62,69.04,7.02,372.6,Sunflower
76.16,63.24,51.34,23.31,63.93,7.05,338.0,Sunflower
79.65,52.39,68.58,25.61,64.73,6.97,269.7,Sunflower
86.5,55.39,75.6,24.55,67.41,7.08,381.7,Sunflower
91.43,65.27,59.95,25.46,63.56,6.85,282.0,Sunflower
92.94,45.82,57.75,24.44,66.32,7.09,400.8,Sunflower
82.61,65.74,69.79,23.3,61.88,6.97,341.7,Sunflower
76.1,64.07,54.98,27.83,63.51,7.1,311.7,Sunflower
79.92,59.91,70.19,23.97,70.03,7.0,247.7,Sunflower
91.68,61.33,45.55,25.85,64.46,7.09,387.9,Sunflower
83.32,61.55,57.36,25.94,64.56,6.96,258.7,Sunflower
68.06,63.99,60.27,24.79,66.04,6.94,336.9,Sunflower
74.3,69.33,69.32,24.56,65.26,6.96,295.4,Sunflower
79.41,63.03,57.53,23.44,65.66,7.08,424.8,Sunflower
