crop,temperature,humidity,rainfall,area,water_requirement
Black_Pepper,19.64,74.57,8.94,1.0,1.09
Black_Pepper,21.44,73.7,8.3,1.0,1.11
Black_Pepper,28.5,77.65,9.29,1.0,1.13
Black_Pepper,33.38,83.5,1.47,1.0,1.13
Black_Pepper,15.68,42.37,4.3,1.0,1.26
Black_Pepper,22.43,68.51,2.93,1.0,1.15
Black_Pepper,17.61,83.63,7.34,1.0,1.02
Black_Pepper,39.32,45.67,6.25,1.0,1.44
Black_Pepper,39.56,25.04,10.48,1.0,1.58
Black_Pepper,22.76,36.29,14.71,1.0,1.36
Black_Pepper,18.59,43.15,1.47,1.0,1.28
Black_Pepper,26.66,31.32,9.22,1.0,1.42
Black_Pepper,35.95,34.32,2.94,1.0,1.49
Bottle_Gourd,20.16,29.89,11.15,1.0,1.37
Bottle_Gourd,27.66,53.69,8.71,1.0,1.28
Bottle_Gourd,24.55,80.1,0.26,1.0,1.09
Bottle_Gourd,17.24,81.68,1.72,1.0,1.03
Bottle_Gourd,29.95,48.74,0.6,1.0,1.34
Bottle_Gourd,20.13,24.6,2.45,1.0,1.41
Bottle_Gourd,15.45,50.47,3.61,1.0,1.21
Bottle_Gourd,21.09,83.99,5.09,1.0,1.04
Bottle_Gourd,37.6,86.52,13.73,1.0,1.14
Bottle_Gourd,27.3,70.97,1.14,1.0,1.17
Bottle_Gourd,30.06,65.0,3.19,1.0,1.23
Bottle_Gourd,17.7,66.29,10.38,1.0,1.13
Bottle_Gourd,32.87,78.25,12.39,1.0,1.16
Bottle_Gourd,30.08,71.1,14.43,1.0,1.19
Bottle_Gourd,34.62,33.1,10.22,1.0,1.48
Bottle_Gourd,16.9,42.6,1.05,1.0,1.27
Bottle_Gourd,34.46,30.21,4.12,1.0,1.5
Bottle_Gourd,17.21,55.44,7.33,1.0,1.19
Bottle_Gourd,21.05,74.32,14.45,1.0,1.1
Bottle_Gourd,33.96,34.45,5.3,1.0,1.47
Bottle_Gourd,32.04,84.14,10.76,1.0,1.12
Bottle_Gourd,21.87,76.29,5.78,1.0,1.1
Bottle_Gourd,35.69,83.46,7.81,1.0,1.15
Bottle_Gourd,16.39,64.19,8.28,1.0,1.13
Bottle_Gourd,37.7,44.26,4.33,1.0,1.43
Bottle_Gourd,22.7,31.22,3.88,1.0,1.39
Bottle_Gourd,39.02,38.54,11.73,1.0,1.48
Bottle_Gourd,35.25,57.57,4.66,1.0,1.32
Bottle_Gourd,21.97,48.11,5.3,1.0,1.27
Bottle_Gourd,27.11,24.61,14.08,1.0,1.47
Bottle_Gourd,21.65,36.78,3.93,1.0,1.34
Bottle_Gourd,30.5,44.16,2.61,1.0,1.37
Bottle_Gourd,29.9,79.74,2.14,1.0,1.13
Bottle_Gourd,38.67,28.95,1.72,1.0,1.55
Bottle_Gourd,25.07,39.93,13.05,1.0,1.35
Bottle_Gourd,38.55,30.42,1.2,1.0,1.54
Bottle_Gourd,16.91,23.37,1.15,1.0,1.38
Bottle_Gourd,21.96,72.86,10.64,1.0,1.12
Bottle_Gourd,36.39,44.57,11.95,1.0,1.42
Bottle_Gourd,38.56,37.19,4.99,1.0,1.49
Bottle_Gourd,27.11,76.51,7.83,1.0,1.13
Bottle_Gourd,22.6,45.56,2.51,1.0,1.3
Bottle_Gourd,16.33,80.67,11.91,1.0,1.03
Bottle_Gourd,34.65,34.68,14.91,1.0,1.47
Bottle_Gourd,19.78,43.21,2.33,1.0,1.29
Bottle_Gourd,23.8,36.95,11.93,1.0,1.36
Bottle_Gourd,24.62,38.01,1.65,1.0,1.36
Bottle_Gourd,19.77,60.44,3.22,1.0,1.18
Bottle_Gourd,21.29,77.53,13.7,1.0,1.08
Bottle_Gourd,22.89,82.56,8.8,1.0,1.06
Brinjal,17.96,49.44,4.77,1.0,1.23
Brinjal,24.35,82.76,10.65,1.0,1.07
Brinjal,16.06,33.35,8.3,1.0,1.31
Brinjal,17.09,88.3,13.14,1.0,0.99
Brinjal,20.69,37.91,11.48,1.0,1.33
Brinjal,17.3,31.73,5.54,1.0,1.33
Brinjal,17.86,55.07,3.45,1.0,1.2
Brinjal,29.25,43.17,6.7,1.0,1.37
Brinjal,26.48,35.53,13.36,1.0,1.39
Brinjal,31.45,22.41,4.33,1.0,1.53
Brinjal,18.65,53.63,0.38,1.0,1.21
Brinjal,34.63,20.16,10.97,1.0,1.57
Brinjal,24.19,47.97,9.07,1.0,1.29
Brinjal,31.8,89.23,13.21,1.0,1.08
Brinjal,25.24,59.78,0.66,1.0,1.23
Brinjal,18.2,78.81,11.12,1.0,1.05
Brinjal,19.99,53.92,12.43,1.0,1.22
Brinjal,25.75,49.43,15.0,1.0,1.3
Brinjal,35.3,26.97,12.68,1.0,1.53
Brinjal,35.62,26.04,4.21,1.0,1.54
Brinjal,23.5,24.88,11.99,1.0,1.43
Brinjal,31.04,26.32,0.17,1.0,1.5
Brinjal,25.81,71.67,14.09,1.0,1.15
Brinjal,26.53,39.14,13.59,1.0,1.37
Brinjal,35.24,72.61,8.35,1.0,1.22
Brinjal,38.02,85.23,12.59,1.0,1.15
Brinjal,26.92,33.65,14.04,1.0,1.41
Brinjal,21.02,52.57,5.53,1.0,1.24
Brinjal,17.27,28.85,9.59,1.0,1.35
Brinjal,35.73,29.22,4.82,1.0,1.52
Brinjal,23.68,69.23,1.5,1.0,1.15
Brinjal,28.12,79.61,14.1,1.0,1.12
Brinjal,31.01,47.12,11.24,1.0,1.36
Brinjal,35.73,66.25,9.05,1.0,1.26
Brinjal,28.65,20.53,13.77,1.0,1.51
Brinjal,34.01,46.68,9.81,1.0,1.38
Brinjal,33.79,84.42,9.9,1.0,1.13
Brinjal,19.42,71.52,5.74,1.0,1.11
Brinjal,24.05,73.82,12.62,1.0,1.13
Brinjal,38.11,67.34,3.18,1.0,1.27
Brinjal,16.1,58.05,8.17,1.0,1.16
Brinjal,33.81,51.72,10.46,1.0,1.35
Brinjal,29.48,39.68,13.37,1.0,1.39
Brinjal,23.41,83.8,0.75,1.0,1.06
Brinjal,37.01,50.34,9.09,1.0,1.38
Brinjal,15.0,44.96,0.8,1.0,1.23
Brinjal,38.57,30.11,0.65,1.0,1.54
Brinjal,34.34,44.35,10.65,1.0,1.4
Brinjal,24.11,72.34,6.92,1.0,1.14
Brinjal,36.96,37.91,12.31,1.0,1.47
Buckwheat,33.41,41.25,10.81,1.0,1.42
Buckwheat,19.71,39.95,2.0,1.0,1.31
Buckwheat,27.25,51.37,2.0,1.0,1.3
Buckwheat,22.2,72.02,7.24,1.0,1.12
Buckwheat,17.83,39.33,6.21,1.0,1.29
Buckwheat,16.85,44.68,12.74,1.0,1.25
Buckwheat,37.72,60.37,9.94,1.0,1.32
Buckwheat,18.02,67.29,3.56,1.0,1.12
Buckwheat,30.17,63.73,1.78,1.0,1.24
Buckwheat,32.7,68.97,7.01,1.0,1.22
Buckwheat,29.07,34.33,0.55,1.0,1.42
Buckwheat,26.06,65.32,8.72,1.0,1.2
Buckwheat,35.44,84.3,7.67,1.0,1.14
Buckwheat,26.43,52.5,7.93,1.0,1.28
Buckwheat,18.49,22.12,7.38,1.0,1.41
Buckwheat,36.95,45.25,2.65,1.0,1.42
Buckwheat,31.15,22.77,4.69,1.0,1.52
Buckwheat,36.19,85.34,8.45,1.0,1.14
Buckwheat,30.26,74.78,11.68,1.0,1.17
Buckwheat,35.98,61.32,3.59,1.0,1.3
Buckwheat,38.92,48.04,9.2,1.0,1.42
Buckwheat,15.72,32.9,12.38,1.0,1.31
Buckwheat,34.41,70.45,3.98,1.0,1.23
Buckwheat,28.86,75.27,6.46,1.0,1.15
Buckwheat,32.38,74.02,1.44,1.0,1.19
Buckwheat,26.75,48.88,11.35,1.0,1.31
Buckwheat,34.94,83.66,2.77,1.0,1.14
Buckwheat,39.17,60.96,1.5,1.0,1.33
Buckwheat,18.62,73.69,10.15,1.0,1.09
Buckwheat,17.9,82.79,6.4,1.0,1.03
Buckwheat,22.74,88.09,7.42,1.0,1.03
Buckwheat,20.67,46.81,8.14,1.0,1.27
Buckwheat,23.65,70.56,11.77,1.0,1.14
Buckwheat,37.06,87.85,13.84,1.0,1.12
Buckwheat,33.92,20.4,13.3,1.0,1.56
Buckwheat,36.85,66.13,1.59,1.0,1.27
Buckwheat,19.24,39.34,12.39,1.0,1.31
Buckwheat,37.77,81.29,9.35,1.0,1.17
Buckwheat,23.21,68.19,2.96,1.0,1.16
Buckwheat,16.46,30.61,12.66,1.0,1.33
Buckwheat,34.14,59.89,9.0,1.0,1.3
Buckwheat,27.86,76.62,2.17,1.0,1.14
Buckwheat,31.7,76.71,10.09,1.0,1.16
Buckwheat,24.07,23.67,11.84,1.0,1.45
Buckwheat,38.84,56.13,9.17,1.0,1.36
Buckwheat,34.54,49.45,13.58,1.0,1.37
Buckwheat,31.97,58.04,14.66,1.0,1.29
Buckwheat,29.13,57.35,11.57,1.0,1.27
Buckwheat,21.12,34.68,0.39,1.0,1.35
Buckwheat,22.53,70.1,7.12,1.0,1.14
Cabbage,33.57,73.89,3.41,1.0,1.2
Cabbage,26.85,76.12,6.23,1.0,1.13
Cabbage,16.17,25.33,12.95,1.0,1.36
Cabbage,22.81,31.52,3.98,1.0,1.39
Cabbage,37.67,74.47,13.94,1.0,1.22
Cabbage,21.18,26.82,9.01,1.0,1.4
Cabbage,21.58,88.89,11.01,1.0,1.01
Cabbage,25.51,22.8,7.49,1.0,1.47
Cabbage,19.11,72.52,10.78,1.0,1.1
Cabbage,36.87,34.83,11.18,1.0,1.49
Cabbage,32.36,70.04,7.41,1.0,1.21
Cabbage,22.06,39.26,12.08,1.0,1.33
Cabbage,21.51,45.51,13.62,1.0,1.29
Cabbage,27.77,47.61,7.45,1.0,1.33
Cabbage,19.82,88.78,2.48,1.0,1.0
Cabbage,27.22,42.02,4.57,1.0,1.36
Cabbage,35.91,36.33,2.83,1.0,1.47
Cabbage,32.27,40.98,11.67,1.0,1.41
Cabbage,18.03,45.22,11.2,1.0,1.26
Cabbage,24.97,83.31,12.67,1.0,1.07
Cabbage,33.15,21.79,11.57,1.0,1.55
Cabbage,24.07,55.47,12.82,1.0,1.24
Cabbage,36.17,41.69,6.34,1.0,1.44
Cabbage,30.73,86.8,9.09,1.0,1.09
Cabbage,15.14,58.93,6.17,1.0,1.15
Cabbage,19.01,34.48,12.6,1.0,1.33
Cabbage,20.61,72.06,14.35,1.0,1.11
Cabbage,19.0,79.54,14.87,1.0,1.05
Cabbage,21.65,56.41,12.33,1.0,1.22
Cabbage,39.54,49.65,1.58,1.0,1.41
Cabbage,37.09,66.08,3.85,1.0,1.28
Cabbage,39.57,62.21,9.46,1.0,1.32
Cabbage,23.96,71.34,7.05,1.0,1.14
Cabbage,27.55,51.62,6.5,1.0,1.3
Cabbage,20.71,70.24,8.65,1.0,1.12
Cabbage,21.68,72.21,3.97,1.0,1.12
Cabbage,24.57,40.82,6.57,1.0,1.34
Cabbage,35.77,54.33,3.5,1.0,1.35
Cabbage,37.31,47.79,2.43,1.0,1.4
Cabbage,39.95,41.47,4.41,1.0,1.47
Cabbage,21.65,88.85,13.64,1.0,1.01
Cabbage,28.65,52.27,12.15,1.0,1.3
Cabbage,39.76,48.35,3.55,1.0,1.42
Cabbage,29.77,48.09,6.25,1.0,1.34
Cabbage,28.24,73.83,2.43,1.0,1.16
Cabbage,25.17,23.93,13.39,1.0,1.46
Cabbage,15.23,23.51,9.06,1.0,1.37
Cabbage,26.71,63.26,8.44,1.0,1.21
Cabbage,31.53,81.69,1.21,1.0,1.13
Cabbage,18.44,57.18,4.61,1.0,1.19
Cardamom,32.32,34.71,4.43,1.0,1.45
Cardamom,35.93,75.65,7.89,1.0,1.2
Cardamom,31.28,39.58,13.99,1.0,1.41
Cardamom,30.82,38.89,3.81,1.0,1.41
Cardamom,35.0,26.88,5.97,1.0,1.53
Cardamom,29.2,40.78,13.02,1.0,1.38
Cardamom,36.38,59.92,9.82,1.0,1.31
Cardamom,25.12,80.16,4.93,1.0,1.09
Cardamom,38.14,52.24,10.14,1.0,1.38
Cardamom,36.26,46.63,5.62,1.0,1.4
Cardamom,38.57,37.01,11.62,1.0,1.49
Cardamom,17.95,32.1,5.04,1.0,1.34
Cardamom,35.86,80.35,14.22,1.0,1.17
Cardamom,18.05,77.46,9.75,1.0,1.06
Cardamom,21.93,43.89,11.51,1.0,1.3
Cardamom,32.06,77.97,2.94,1.0,1.16
Cardamom,31.01,25.24,5.63,1.0,1.5
Cardamom,27.52,54.7,14.28,1.0,1.28
Cardamom,34.03,58.57,4.34,1.0,1.3
Cardamom,26.24,56.59,7.06,1.0,1.25
Cardamom,23.63,33.78,9.71,1.0,1.38
Cardamom,15.43,25.27,14.99,1.0,1.36
Cardamom,19.46,70.59,10.28,1.0,1.11
Cardamom,29.65,57.42,9.27,1.0,1.28
Cardamom,39.35,33.07,12.35,1.0,1.52
Cardamom,28.27,27.45,3.17,1.0,1.46
Cardamom,21.64,79.26,5.91,1.0,1.07
Cardamom,32.54,61.51,5.5,1.0,1.27
Cardamom,38.04,66.96,12.34,1.0,1.28
Cardamom,32.31,21.89,1.84,1.0,1.54
Cardamom,29.28,30.96,4.36,1.0,1.45
Cardamom,33.41,72.66,12.98,1.0,1.2
Cardamom,19.59,34.57,14.72,1.0,1.34
Cardamom,31.73,28.3,2.85,1.0,1.49
Cardamom,28.15,20.05,2.73,1.0,1.51
Cardamom,29.39,78.99,9.95,1.0,1.13
Cardamom,24.58,78.16,6.38,1.0,1.1
Cardamom,39.28,77.52,13.1,1.0,1.21
Cardamom,39.62,76.81,0.06,1.0,1.22
Cardamom,21.49,38.43,2.43,1.0,1.33
Cardamom,28.98,57.83,14.58,1.0,1.27
Cardamom,22.08,48.23,0.31,1.0,1.27
Cardamom,39.25,52.95,12.24,1.0,1.38
Cardamom,24.31,70.58,10.5,1.0,1.15
Cardamom,38.67,28.83,10.05,1.0,1.55
Cardamom,37.3,76.1,11.88,1.0,1.21
Cardamom,23.47,22.5,1.64,1.0,1.45
Cardamom,39.98,32.37,3.19,1.0,1.54
Cardamom,18.36,89.24,3.04,1.0,0.99
Cardamom,24.32,61.45,5.14,1.0,1.21
Carrot,16.53,49.13,14.04,1.0,1.22
Carrot,21.28,31.41,6.83,1.0,1.37
Carrot,25.2,36.53,3.26,1.0,1.38
Carrot,30.38,61.69,13.34,1.0,1.25
Carrot,28.83,78.13,12.21,1.0,1.13
Carrot,32.79,62.55,2.66,1.0,1.27
Carrot,29.04,45.45,1.7,1.0,1.35
Carrot,39.36,33.47,3.31,1.0,1.52
Carrot,30.23,66.4,9.93,1.0,1.22
Carrot,21.74,41.35,2.46,1.0,1.31
Carrot,30.06,78.93,1.89,1.0,1.14
Carrot,22.07,62.58,6.86,1.0,1.18
Carrot,23.1,82.47,7.56,1.0,1.06
Carrot,17.41,54.37,6.79,1.0,1.2
Carrot,18.74,67.36,9.63,1.0,1.13
Carrot,29.13,75.88,13.07,1.0,1.15
Carrot,33.04,22.27,13.32,1.0,1.54
Carrot,20.46,20.17,2.5,1.0,1.44
Carrot,33.62,68.04,3.23,1.0,1.24
Carrot,38.68,86.97,11.11,1.0,1.14
Carrot,30.43,48.84,14.97,1.0,1.34
Carrot,16.11,55.21,7.28,1.0,1.18
Carrot,34.71,82.22,9.29,1.0,1.15
Carrot,39.61,89.79,11.8,1.0,1.13
Carrot,30.36,84.0,0.34,1.0,1.11
Carrot,27.55,59.94,3.25,1.0,1.24
Carrot,32.24,37.62,4.72,1.0,1.43
Carrot,27.3,38.24,12.01,1.0,1.38
Carrot,35.02,73.81,4.12,1.0,1.21
Carrot,39.93,28.32,4.23,1.0,1.56
Carrot,23.0,54.11,0.91,1.0,1.24
Carrot,19.84,59.09,8.58,1.0,1.19
Carrot,29.21,34.43,12.84,1.0,1.42
Carrot,30.8,71.09,9.08,1.0,1.19
Carrot,36.79,80.99,5.41,1.0,1.17
Carrot,36.76,40.53,5.55,1.0,1.45
Carrot,39.92,51.43,14.72,1.0,1.4
Carrot,34.52,57.44,10.72,1.0,1.32
Carrot,26.35,32.84,5.81,1.0,1.41
Carrot,15.45,82.9,9.64,1.0,1.01
Carrot,16.72,43.44,14.26,1.0,1.26
Carrot,39.29,43.02,1.0,1.0,1.45
Carrot,33.66,59.67,3.95,1.0,1.29
Carrot,25.53,77.04,4.24,1.0,1.12
Carrot,39.2,38.24,7.8,1.0,1.49
Carrot,29.23,53.44,11.35,1.0,1.3
Carrot,39.46,42.46,5.6,1.0,1.46
Carrot,39.82,35.79,3.52,1.0,1.51
Carrot,19.31,35.29,13.07,1.0,1.33
Carrot,31.97,56.66,0.97,1.0,1.3
Cashew,26.27,45.2,6.68,1.0,1.33
Cashew,37.94,44.0,2.36,1.0,1.44
Cashew,28.85,84.49,12.01,1.0,1.09
Cashew,27.52,62.85,12.99,1.0,1.22
Cashew,34.06,27.85,4.87,1.0,1.51
Cashew,30.11,73.83,7.46,1.0,1.17
Cashew,32.78,57.64,8.77,1.0,1.3
Cashew,15.23,57.35,11.42,1.0,1.16
Cashew,29.56,72.68,10.36,1.0,1.17
Cashew,37.08,57.73,7.6,1.0,1.33
Cashew,15.9,34.97,12.82,1.0,1.3
Cashew,20.36,45.01,13.98,1.0,1.28
Cashew,27.34,21.39,1.05,1.0,1.49
Cashew,33.32,31.72,13.71,1.0,1.48
Cashew,31.2,53.39,1.23,1.0,1.32
Cashew,25.04,28.63,9.58,1.0,1.42
Cashew,19.71,44.03,9.84,1.0,1.28
Cashew,21.84,60.16,9.99,1.0,1.2
Cashew,20.12,50.1,1.26,1.0,1.25
Cashew,31.64,73.89,5.89,1.0,1.18
Cashew,17.42,28.28,5.51,1.0,1.36
Cashew,39.9,71.75,0.52,1.0,1.26
Cashew,20.7,31.53,5.15,1.0,1.37
Cashew,28.13,72.56,3.69,1.0,1.16
Cashew,17.62,65.94,4.21,1.0,1.13
Cashew,38.87,29.75,11.49,1.0,1.54
Cashew,34.8,39.8,14.63,1.0,1.44
Cashew,19.85,83.67,6.98,1.0,1.03
Cashew,15.45,30.41,4.73,1.0,1.33
Cashew,28.84,36.34,12.94,1.0,1.41
Cashew,26.79,83.33,13.91,1.0,1.08
Cashew,15.71,88.26,13.7,1.0,0.98
Cashew,34.24,29.27,14.27,1.0,1.5
Cashew,23.67,42.9,11.0,1.0,1.32
Cashew,15.2,26.26,11.43,1.0,1.35
Cashew,37.89,31.08,14.66,1.0,1.53
Cashew,32.42,77.1,10.04,1.0,1.17
Cashew,37.63,88.23,5.55,1.0,1.13
Cashew,39.64,43.45,5.7,1.0,1.45
Cashew,18.45,34.96,3.81,1.0,1.33
Cashew,30.06,59.45,11.04,1.0,1.27
Cashew,26.78,31.29,1.68,1.0,1.42
Cashew,39.3,79.96,0.18,1.0,1.19
Cashew,15.93,69.26,14.31,1.0,1.1
Cashew,25.71,85.78,2.94,1.0,1.06
Cashew,36.97,72.91,13.25,1.0,1.23
Cashew,32.59,24.14,10.92,1.0,1.52
Cashew,23.3,79.96,7.81,1.0,1.08
Cashew,21.46,87.48,8.79,1.0,1.02
Cashew,28.52,89.79,14.09,1.0,1.05
Castor,28.53,66.25,11.4,1.0,1.21
Castor,33.78,86.76,8.01,1.0,1.11
Castor,26.64,78.14,6.15,1.0,1.12
Castor,35.48,75.83,11.46,1.0,1.2
Castor,20.55,29.2,6.26,1.0,1.38
Castor,20.45,20.23,8.08,1.0,1.44
Castor,25.29,58.3,9.57,1.0,1.24
Castor,17.51,72.16,3.99,1.0,1.09
Castor,26.99,71.9,12.38,1.0,1.16
Castor,31.99,43.36,0.17,1.0,1.39
Castor,27.78,20.27,1.81,1.0,1.5
Castor,27.74,61.1,13.24,1.0,1.24
Castor,18.37,66.72,3.44,1.0,1.13
Castor,24.55,25.37,1.74,1.0,1.44
Castor,25.71,59.75,0.64,1.0,1.23
Castor,37.37,74.39,11.41,1.0,1.22
Castor,33.9,67.78,0.46,1.0,1.24
Castor,15.8,79.49,5.58,1.0,1.03
Castor,36.69,28.29,14.5,1.0,1.53
Castor,39.69,44.84,13.59,1.0,1.44
Castor,19.31,86.21,7.5,1.0,1.02
Castor,31.26,57.57,0.45,1.0,1.29
Castor,19.83,67.42,9.56,1.0,1.14
Castor,27.22,54.18,4.51,1.0,1.28
Castor,20.41,46.86,4.09,1.0,1.27
Castor,39.45,73.15,12.38,1.0,1.24
Castor,38.55,54.07,0.53,1.0,1.37
Castor,33.58,78.89,11.21,1.0,1.16
Castor,20.91,75.83,11.19,1.0,1.09
Castor,36.68,31.4,11.11,1.0,1.51
Castor,35.79,26.82,5.98,1.0,1.54
Castor,36.17,29.09,9.03,1.0,1.52
Castor,36.6,45.41,10.57,1.0,1.41
Castor,15.37,39.3,9.25,1.0,1.27
Castor,34.62,62.03,7.51,1.0,1.28
Castor,36.9,87.26,2.18,1.0,1.13
Castor,36.17,75.04,0.99,1.0,1.21
Castor,34.77,89.27,4.37,1.0,1.1
Castor,20.55,35.03,4.03,1.0,1.34
Castor,16.5,63.86,13.58,1.0,1.13
Castor,27.47,51.69,7.92,1.0,1.3
Castor,37.38,48.57,5.47,1.0,1.4
Castor,36.49,65.74,12.43,1.0,1.27
Castor,31.86,58.58,10.28,1.0,1.29
Castor,34.64,75.25,2.99,1.0,1.19
Castor,21.44,81.16,5.21,1.0,1.06
Castor,18.56,49.32,1.91,1.0,1.24
Castor,22.02,20.88,1.31,1.0,1.45
Castor,15.63,23.68,12.54,1.0,1.37
Castor,29.1,76.41,10.29,1.0,1.15
Cauliflower,19.16,27.7,12.71,1.0,1.38
Cauliflower,18.82,29.14,9.33,1.0,1.36
Cauliflower,21.63,89.94,0.77,1.0,1.01
Cauliflower,24.94,69.75,13.63,1.0,1.16
Cauliflower,35.96,38.94,5.88,1.0,1.45
Cauliflower,34.31,79.23,13.48,1.0,1.16
Cauliflower,22.14,45.67,8.72,1.0,1.29
Cauliflower,32.62,65.29,11.36,1.0,1.25
Cauliflower,35.32,52.58,4.25,1.0,1.35
Cauliflower,17.4,54.2,2.79,1.0,1.2
Cauliflower,19.07,86.51,6.9,1.0,1.01
Cauliflower,24.04,77.25,14.4,1.0,1.1
Cauliflower,33.64,48.98,5.77,1.0,1.37
Cauliflower,39.27,40.86,10.57,1.0,1.47
Cauliflower,15.24,56.83,2.39,1.0,1.17
Cauliflower,23.38,44.98,4.02,1.0,1.31
Cauliflower,27.54,21.77,0.92,1.0,1.49
Cauliflower,16.72,23.27,13.14,1.0,1.38
Cauliflower,21.86,65.37,13.56,1.0,1.16
Cauliflower,26.82,74.56,8.45,1.0,1.14
Cauliflower,33.86,55.95,9.51,1.0,1.32
Cauliflower,39.43,88.72,13.56,1.0,1.13
Cauliflower,27.26,76.59,10.54,1.0,1.13
Cauliflower,21.38,30.46,0.86,1.0,1.38
Cauliflower,23.84,62.05,10.03,1.0,1.2
Cauliflower,22.22,64.67,7.64,1.0,1.17
Cauliflower,27.74,37.04,2.94,1.0,1.39
Cauliflower,16.7,24.03,2.03,1.0,1.38
Cauliflower,31.84,74.88,5.08,1.0,1.18
Cauliflower,24.9,47.47,11.72,1.0,1.3
Cauliflower,15.45,40.06,4.9,1.0,1.27
Cauliflower,39.83,76.31,7.5,1.0,1.22
Cauliflower,25.67,47.23,4.32,1.0,1.31
Cauliflower,38.54,78.07,9.82,1.0,1.2
Cauliflower,35.22,62.13,7.68,1.0,1.29
Cauliflower,30.25,85.16,4.26,1.0,1.1
Cauliflower,31.13,22.54,3.61,1.0,1.52
Cauliflower,22.33,73.4,1.65,1.0,1.12
Cauliflower,26.34,83.86,10.86,1.0,1.08
Cauliflower,30.81,23.43,7.82,1.0,1.51
Cauliflower,39.58,40.3,4.26,1.0,1.48
Cauliflower,31.97,25.7,14.05,1.0,1.51
Cauliflower,31.2,74.25,4.36,1.0,1.18
Cauliflower,18.0,85.91,4.98,1.0,1.01
Cauliflower,25.06,37.27,3.34,1.0,1.37
Cauliflower,33.7,60.16,14.17,1.0,1.29
Cauliflower,20.49,85.83,11.27,1.0,1.03
Cauliflower,37.45,48.87,0.76,1.0,1.4
Cauliflower,33.24,52.4,6.41,1.0,1.34
Cauliflower,24.46,47.68,10.45,1.0,1.3
Chickpea,34.42,86.53,5.67,1.0,1.12
Chickpea,39.88,89.41,7.6,1.0,1.13
Chickpea,18.97,46.48,2.15,1.0,1.26
Chickpea,39.12,68.01,5.51,1.0,1.28
Chickpea,16.49,31.3,13.05,1.0,1.33
Chickpea,31.6,51.76,12.52,1.0,1.33
Chickpea,17.65,43.72,5.45,1.0,1.26
Chickpea,33.54,86.7,8.34,1.0,1.11
Chickpea,19.15,23.26,10.78,1.0,1.4
Chickpea,32.52,49.69,11.68,1.0,1.35
Chickpea,15.29,60.58,3.29,1.0,1.14
Chickpea,25.76,64.39,3.92,1.0,1.2
Chickpea,28.17,60.77,8.12,1.0,1.24
Chickpea,18.38,67.62,6.02,1.0,1.12
Chickpea,21.12,45.44,0.54,1.0,1.28
Chickpea,17.88,81.77,5.97,1.0,1.03
Chickpea,34.48,33.71,11.16,1.0,1.48
Chickpea,35.86,25.34,3.43,1.0,1.55
Chickpea,15.75,42.19,11.8,1.0,1.26
Chickpea,34.92,23.95,9.02,1.0,1.55
Chickpea,23.44,50.23,4.76,1.0,1.27
Chickpea,32.65,55.31,6.0,1.0,1.31
Chickpea,17.1,35.82,12.87,1.0,1.31
Chickpea,27.84,37.31,14.16,1.0,1.39
Chickpea,37.21,72.83,4.18,1.0,1.23
Chickpea,23.97,60.74,6.73,1.0,1.21
Chickpea,35.27,73.65,10.11,1.0,1.21
Chickpea,39.48,34.03,10.48,1.0,1.52
Chickpea,36.28,84.15,14.92,1.0,1.14
Chickpea,15.63,72.99,7.47,1.0,1.07
Chickpea,29.09,41.29,7.91,1.0,1.38
Chickpea,34.04,38.18,10.77,1.0,1.44
Chickpea,24.69,48.4,12.77,1.0,1.29
Chickpea,21.33,66.33,14.31,1.0,1.15
Chickpea,36.9,24.45,0.9,1.0,1.56
Chickpea,28.5,57.58,14.31,1.0,1.27
Chickpea,32.18,20.58,10.26,1.0,1.54
Chickpea,20.28,45.21,11.37,1.0,1.28
Chickpea,24.25,45.71,9.67,1.0,1.31
Chickpea,26.01,80.39,12.89,1.0,1.1
Chickpea,25.29,74.08,4.35,1.0,1.13
Chickpea,31.63,29.33,8.6,1.0,1.48
Chickpea,24.12,69.65,12.65,1.0,1.15
Chickpea,27.45,77.6,11.73,1.0,1.13
Chickpea,24.76,20.91,5.63,1.0,1.47
Chickpea,32.99,55.01,3.67,1.0,1.32
Chickpea,33.08,42.94,13.48,1.0,1.4
Chickpea,36.99,89.0,5.54,1.0,1.12
Chickpea,29.06,79.45,12.87,1.0,1.13
Chickpea,15.44,35.27,8.23,1.0,1.3
Chilli,30.08,54.11,1.76,1.0,1.3
Chilli,34.52,46.89,11.54,1.0,1.39
Chilli,34.21,60.93,11.13,1.0,1.29
Chilli,25.12,69.5,0.51,1.0,1.16
Chilli,29.1,82.59,12.91,1.0,1.11
Chilli,22.2,76.25,6.0,1.0,1.1
Chilli,29.28,23.11,2.36,1.0,1.5
Chilli,28.25,63.34,8.08,1.0,1.23
Chilli,25.48,73.08,14.35,1.0,1.14
Chilli,17.32,38.25,9.97,1.0,1.3
Chilli,35.42,35.84,4.77,1.0,1.47
Chilli,25.47,27.72,14.86,1.0,1.43
Chilli,30.36,59.86,13.08,1.0,1.27
Chilli,36.27,59.6,6.33,1.0,1.31
Chilli,30.84,30.92,10.36,1.0,1.46
Chilli,33.69,85.81,12.56,1.0,1.12
Chilli,37.64,85.64,4.09,1.0,1.14
Chilli,19.0,72.14,13.21,1.0,1.1
Chilli,32.13,25.4,8.29,1.0,1.51
Chilli,18.27,45.73,2.84,1.0,1.26
