location,crop_type,growth_stage,soil_moisture_pct,ndvi,canopy_cover_pct,weed_density_plants_per_m2,recommended_action,herbicide,dosage_ml_per_ha,manual_removal_required,image_path,day_of_year,month,week_of_year,season,day_sin,day_cos,month_sin,month_cos,competition_index,weed_favorability,crop_competition_strength,soil_moisture_pct_x_ndvi,soil_moisture_pct_x_canopy_cover_pct,soil_moisture_pct_x_weed_density_plants_per_m2,soil_moisture_pct_x_dosage_ml_per_ha,soil_moisture_pct_x_day_of_year,soil_moisture_pct_x_month,soil_moisture_pct_x_week_of_year,soil_moisture_pct_x_day_sin,soil_moisture_pct_x_day_cos,soil_moisture_pct_x_month_sin,soil_moisture_pct_x_month_cos,soil_moisture_pct_x_competition_index,soil_moisture_pct_x_weed_favorability,soil_moisture_pct_x_crop_competition_strength,ndvi_x_canopy_cover_pct,ndvi_x_weed_density_plants_per_m2,ndvi_x_dosage_ml_per_ha,ndvi_x_day_of_year,ndvi_x_month,ndvi_x_week_of_year,soil_moisture_pct_squared,soil_moisture_pct_sqrt,ndvi_squared,ndvi_sqrt,canopy_cover_pct_squared,canopy_cover_pct_sqrt,weed_density_plants_per_m2_squared,weed_density_plants_per_m2_sqrt,dosage_ml_per_ha_squared,dosage_ml_per_ha_sqrt,dominant_weed_species
5,3,3,24.974041772414534,0.4129038590780657,37.58463173759939,89.07244015511124,0,4,388.09630245653193,0,139,120.77268294263227,4.5331623128545795,17.381189673833077,1,0.7175473793203093,-0.7133670850186716,0.6109373316038073,-0.8445987813581286,2.349744443841355,15.730306253461691,0.3904020019698061,13.192588708224338,1046.2582487090076,2393.6244909951197,10769.040749734197,2742.5693430595943,116.20547861776842,445.91539750846124,18.945291811918366,-17.33453988992136,11.304891211749691,-22.81911991373048,68.30338272765916,384.43708937993995,11.13306228508429,20.611123225516803,47.09575518510699,199.5181527436656,54.413645057034394,2.384208021536971,9.47225045063022,512.0550420046947,5.417620299474574,0.23380704659374882,0.6875262791993877,1504.6781231319126,6.634762366133665,10241.889114407903,7.603041891601219,158220.8010913001,21.09157988679996,No_weed
0,0,1,28.664362104251115,0.16913082926473574,70.96972003097527,52.13541674299174,0,3,311.20408779145566,2,102,295.65039472539814,11.481834617759887,46.15033629733574,0,-0.6114017504888961,0.5862664472509601,-0.5282992272253331,1.0072322414937553,0.781824317526653,10.045674688803562,0.7135185127996663,4.186640085731067,1770.0686928444038,1469.700712065499,6941.196052548984,7094.378796228822,243.43487762638853,852.5848347270801,-22.67162201567201,14.846953750728334,-12.825193896603261,23.68887883803426,25.768890555075895,228.27353146516492,14.587689045878262,12.280580583294238,11.355267244556192,61.92023556970859,59.151627333017395,2.2513758290735275,7.7609804938399725,634.9721137338618,4.354183787826475,0.036586347886380564,0.5242103632783149,4556.204444551535,9.144199019164775,3700.922524996086,7.597599372253709,98872.88062275709,16.641912035066603,No_weed
29,1,0,20.98766642779353,0.7582130060773804,30.178007176817346,47.87038290131623,0,0,338.5360409633103,2,98,219.3005890361372,7.091133907872963,31.366632856578338,2,-0.7554710177134881,-0.5462412368163001,-0.9650230469202422,-0.4573299662450805,1.4284261820835005,16.910781002473364,0.6273793144087373,17.85151316624725,699.2535613574989,1253.2824224987476,7442.8918009582085,5904.6528669308245,220.021372482,784.8351109626947,-18.72545803235334,-14.213967062026763,-16.219906022194486,-11.272396645131753,32.52983968290047,358.4615971430624,11.34767084781974,29.65833749479522,42.695791118841136,220.98458177687252,185.82521761115763,6.938086244001097,30.80438092221504,523.3651694061471,5.211432697598213,0.5847535544747863,1.0007805789450992,1032.5355598665212,5.799546285453268,2668.211700278932,7.849312804765264,94528.2381949961,17.437109911930218,No_weed
7,5,1,35.656724937593914,0.39584145322115666,20.12292985677575,62.953684909190464,0,1,346.37118019768315,1,26,191.0908729017374,6.498322536121902,29.430337057896033,2,-0.08143132924040739,-0.9106144417508042,-0.5902415081336256,-0.7615503583540174,3.5964068866195635,25.966032037609715,0.8173724642473659,16.175567931303057,733.8101011924294,2359.5425038254,11794.255837552897,6740.876800249315,221.19697154851914,896.2825201120446,-2.9225437978856035,-36.23233217644519,-17.509776232588177,-28.780978479180707,121.45841443236885,1103.2862412940844,31.56641331730492,8.873570901621886,28.051219600622293,113.05682260029614,79.31883421540313,3.104675812567518,9.247087900186973,1242.9572831162748,5.378724853034434,0.1727048601245395,0.5788839313884797,399.4464935803874,4.399869918819397,5441.088947664214,9.408788751581767,101418.88790312283,17.849997732422004,No_weed
12,2,1,9.158013661649758,0.615273348514617,48.46793137920839,15.96331002308466,2,6,120.05311299992957,0,86,95.93865448183473,4.31904686066594,22.017420850523735,1,1.0017044924206577,-0.48350046235810923,0.9463035789617742,-0.5253639011501001,0.31379829113026547,4.613828041313391,1.0607459750866388,6.076294510983263,563.3278361400921,164.26765273008957,1144.258320812559,1186.1366954222453,48.79311641663436,170.1569281581587,8.597710571758512,-5.227581230557858,9.360483885283774,-4.973170258420036,3.107326542924265,58.68794350562686,9.832664023940987,27.156119976138413,7.343895143223566,61.54293342972598,67.36755317889195,2.2356982798952094,9.669733929854317,108.87782584385715,3.0575632696699224,0.34925842607452595,0.6951915775699452,2703.2951262232664,7.085686542953037,265.9938128747887,4.214235789062196,10368.071069802041,8.587310028537436,No_weed
9,2,0,18.189808673239767,0.7949455622674017,45.808457458761765,96.30654451080477,0,1,315.58449010565147,2,166,186.4176865234966,7.040772321065837,28.497233617417837,3,-0.14725359171453545,-1.0223410595460474,-0.47563967270296525,-0.750816327585701,1.5339732208143828,8.872056746583889,0.7915823032678778,12.98918288900121,1242.2437237278887,1896.853898110572,5524.372617974247,4159.986239685511,119.7449423301073,552.5306600098269,-2.2989127938920775,-21.551729145988148,-9.628666849412301,-17.917397470190185,31.06768923034578,201.2469211587482,19.146219568388865,33.38474743227733,73.049043335509,205.77029899871573,151.10616263718492,4.800100626074822,20.62783830070395,418.774233776075,4.504080350597473,0.5545468543668052,0.8142430069878019,2398.053747889302,7.175474554568951,7044.223213076222,9.742594737849258,88729.90016129281,20.713369970438045,No_weed
13,1,0,21.95444872347539,0.7896062347350418,33.74142313230677,52.487211540576396,0,0,269.9727326611064,2,0,201.33588819066674,7.693067584735184,34.91278920767947,2,-0.6718946927102165,-0.5479509445644504,-0.7500431452341152,-0.525523034630243,1.7106366811694897,16.970555719568406,0.5749183237911423,18.396463377640163,660.663809225769,1055.8088322126791,6919.619232851275,5180.54613924905,170.6278919962682,704.4992664871312,-18.600626139814505,-14.625464003992503,-17.91970392118828,-11.996848748494017,37.928305657439196,335.9101449524476,15.435279109455399,20.90576631673611,40.10309180996597,227.36982056946655,215.42958406545768,5.657289141865299,28.247277852618854,486.6151157846052,4.664901415637495,0.6255656920264056,0.9788650743128279,1016.2099452801032,5.090712995041881,2663.026821690343,6.491436622071906,84488.14878101656,17.807804591797236,No_weed
17,2,1,16.253182421948004,0.1434249870362216,76.90575992078433,30.894490020571922,0,0,355.1309646157752,2,124,94.25796868039444,3.719773137466912,13.813315344745977,1,0.8853426334123586,0.03683620924029875,0.7776203295081694,4.986813678008901e-17,0.5165508990801531,6.219160291640178,0.3867020440112676,2.133317801702881,1362.0198213374438,638.2908648607701,9341.218825658436,1597.3046065754156,56.560113496928906,215.929023787117,19.996387804858085,0.7496085557439132,16.671508931341034,1.0088043198687824e-15,8.559537081977094,92.18928032047157,7.390586275243455,8.787327011834062,4.18294544197251,46.46386235092416,10.598839151551518,0.41797318586027643,1.8985436036865715,288.1140698483488,4.18492499232996,0.014764250134935156,0.37510743136437985,5791.265832640471,7.05441371773064,950.9421404879682,4.888374013765346,163658.77504970852,21.855574047719408,No_weed
3,0,0,24.466732399223822,0.44546455056682055,67.63043516613205,74.41507827297883,0,0,428.18479032864064,1,198,8.363996129051186,0.9352200330987721,1.9162147502852236,3,0.1593623241150547,1.1394635107303954,0.5090908520906736,0.9639735390676901,1.160067811186655,9.852504406633868,0.6280020491645372,12.913338462130366,1902.1020066521276,1936.415560551883,11663.570663750332,222.81099633753195,28.077838209972075,65.67563913107915,3.8268522676798566,31.86746103519378,14.511091825830203,21.200578395217363,26.498842864761578,246.95930130733402,14.94450430946262,26.587878781364488,24.54664730501218,163.86483919662317,3.825399930790489,0.3745629647936791,0.7969470333932926,729.6835394838744,5.072078721148233,0.1638372891621884,0.5965276154947871,3285.193288472481,8.00215847108162,4068.968881672355,8.622822383934727,128797.38755706997,22.737820988762973,No_weed
12,5,0,31.66892446205211,0.23143754487016535,13.61671248731479,75.24993671046121,0,1,204.9251619831383,1,61,353.60415234312495,10.89053147284807,44.04726590300638,3,-0.11284500429830982,1.0786680101910904,-2.881902858786752e-16,0.9588482656681532,5.123634433848578,31.35884174240229,0.9345885299835934,8.161649695172333,454.2489108854028,2550.004205034089,6285.615158827835,11161.771613542176,485.3259069210261,1477.2861678367444,-3.553100843652301,35.84963193049838,-7.065852812856734e-15,28.375230776724806,220.53788906422733,1115.0646254533513,25.03878500437893,2.799118446307477,16.96965967021651,45.78834455428831,77.63210692719787,2.867608096941764,11.170934604757864,1092.4641477235023,6.034944341564586,0.04798187747081644,0.4800246385781963,162.65454870269468,3.921358024886503,6266.8522060613295,9.20130586010534,31820.264872440293,15.13978941055203,No_weed
15,2,2,8.631627355707574,0.6363329101968096,13.27122835398198,50.637286508076336,0,1,217.19886063236845,1,124,54.505843382116275,1.8558493416335624,6.0993351394250075,3,0.7704730346608317,0.7163848903930193,0.792037169909409,0.5698458185321496,2.594132052585884,7.695492604349406,0.8691307402728898,5.696211935037262,138.87054819011504,402.5435585989675,1657.2923214788002,397.7148059915837,15.77771360315309,63.55713178256165,6.957555636414601,5.802702546267987,7.918126330796793,5.068631225827629,26.6048036778617,65.59560896344307,7.962014316306224,9.382243680582816,36.24820593078409,133.27362545219196,28.669569647614438,1.3464570501940014,4.350608073396434,80.7130380553958,3.095414795872396,0.3717665605289032,0.8150655089190685,197.1880618589094,3.6912356334324574,2640.5188918832605,6.613389168897003,46004.11716287931,12.81233957281001,No_weed
28,0,1,25.56520651091438,0.467721077861534,50.58974806198624,20.037734925980004,0,0,302.5718266383722,1,61,354.597790111237,10.6917263791589,45.1643452269236,0,-0.6357702521080361,0.6956826194644484,-0.4721642541910765,1.0387743748867468,0.4237273193000648,11.92317929734597,0.5765064592607398,14.469864447728568,1584.7054455074856,585.0834702037225,9316.86574895922,9125.674074726005,302.52851552183984,1328.5572021457808,-16.416153626573752,20.773499834025234,-14.682215931096923,24.641199435741306,12.921328243049055,295.6417779027698,16.10802792242465,28.696070506609146,10.471964901118895,176.6407758387712,185.77540446825384,6.684933163661342,24.741235827543235,661.4373504767078,4.707134573038644,0.31383878488014777,0.6914608852535381,2813.041772139466,6.737396410800097,509.2798876323038,4.619105474541981,90011.9095241821,19.779303854957977,No_weed
5,3,2,23.451428524783605,0.4984149488776967,44.30505090212927,96.15177397397784,0,0,345.0987999532995,2,139,152.38917255292884,5.198259939056777,16.747734495253507,1,0.9286731809966535,-0.6449341249352561,0.524671424190182,-0.862025677817578,2.385953378827919,14.153390883094552,0.37466362821995397,12.36819668989001,965.0748376050294,2394.019184227862,9368.047634284718,2865.268598432198,94.91107962927411,423.836829147501,18.061630024907966,-17.465423129232093,13.52548950491946,-21.084013342313064,53.30822658895526,394.6750802682892,9.864478175778515,20.195397309458485,50.015331091800476,208.1100218329006,62.35763752154302,2.4034159003043065,9.328799921357863,574.385947691736,5.02350193861787,0.23714184252319143,0.7899031558900249,1908.2655267409175,6.704732359132363,8867.499916844874,8.658048075337085,182641.1799852942,17.624490105451365,No_weed
3,4,0,26.23144302485237,0.4560195515176062,78.61091992684115,69.54185447276828,0,0,397.6748362049662,1,198,7.604280535576141,1.1727773069960064,2.0890931260987404,3,0.16592669673356003,1.149634988233828,0.42566849940116136,0.7834453595848018,1.0218912289779736,9.2907501246513,0.673448312016467,9.69715492351073,1394.4165039478814,2091.8126468456353,11174.838365495212,267.52384253319786,20.163370402154932,56.75385187879609,3.7935404976357887,28.767046064934416,14.40151906438003,24.31617668553814,24.312533766093416,318.5650134966214,12.346560005998676,24.53908405777601,32.442218414644366,150.83368618648672,4.2262777551226005,0.48344706151585276,0.8751047396719441,787.787144646325,4.706325972419145,0.16453362619632234,0.6734988805511982,4654.496806352795,8.010370449618604,4863.412615497563,8.978137553849395,154842.97548451292,19.689655044878844,No_weed
28,4,0,21.862117730880357,0.1325483832355535,7.196300954369687,107.31056203496038,0,1,329.75822549971906,1,26,387.08533387086965,10.57753367062159,54.27433859356649,3,-0.0966699064456587,0.9662521074259125,-2.543167363527514e-16,0.987299027125173,12.562094478743203,27.48986591005108,0.5415440310369617,3.3609076291612885,227.84207814820672,2356.4092055790134,8136.135933727224,10993.281963918907,308.3610997036594,1408.0299417917947,-2.176450148028151,27.551375888538885,-6.511058511834811e-15,25.084115858239855,340.64998235308474,591.5819381599841,13.948298908017227,0.9585141369187018,13.523893452593656,38.51782395792512,47.98173426397246,1.7706474865719548,7.426223357286235,632.4440032670021,4.548549415892097,0.02103094723680768,0.3610120232643478,60.17727036954742,3.5263610724019623,9512.343102912446,11.538868437602595,77714.79188340726,17.598499480102873,No_weed
12,4,0,32.80561152146474,0.23811711210055508,13.430020400528647,66.04183738606689,0,1,187.33048105322695,1,91,417.45841696792013,12.06664282379705,55.636910526339484,3,-0.10160122752166205,0.994518543477602,-2.5186142108201163e-16,0.9899046084320253,5.9283632719985135,27.128705477298695,0.734433131414342,7.028702655512255,395.6994968670621,2849.28238483889,6063.469989020061,12130.928667699654,359.79301748385694,1815.801843676211,-3.0984243018714768,36.03604397644587,-7.398587312017736e-15,29.32430320937912,187.17110041553377,896.7714845951988,26.362146848473298,2.755839014514103,15.78134163634185,36.219272951482786,76.9367566504258,2.3074187177379835,10.147167239073596,1212.1626335938322,6.208228526956273,0.05504571282609021,0.5252261875160423,123.89158757567651,3.102466806740931,7170.155852465267,9.16338995550182,36580.70632446149,13.878502565061007,No_weed
29,0,1,25.627165938988234,0.19944279717903327,62.92130098378742,56.81569961544155,0,3,255.47540658330792,2,102,326.17985625479275,11.651794535284008,33.323214605649056,0,-0.6164347190076543,0.6864911821011259,-0.5151402975469245,0.8337771915669763,0.9283248459503174,7.233508408777341,0.6585431668873105,4.131596149369759,1794.6632297247918,1956.0081312975535,8001.50888107627,7274.403337709466,283.4579346155577,948.044071415144,-22.11236172842073,18.434029161091445,-13.109603131735666,19.40217246112868,22.65626691906519,224.80349669266525,15.934043862308132,13.084980978575084,13.415921712804385,56.66970074243913,58.255824452883594,1.9255130910522353,7.198298063659873,661.12879230556,4.189868732563706,0.04166928100871129,0.47354972952481766,4383.625323308482,8.884466315272217,4471.947605999356,7.382157956312193,92114.55413123073,20.02490892490366,No_weed
7,4,2,38.56358929076956,0.45944315110678446,38.618790666170526,70.65907821645608,0,3,428.7330528917922,2,51,262.3722491071069,7.44142613535345,31.32997395119045,2,-0.7371546127766518,-0.6574348104935008,-0.8666259988024743,-0.4539257906870407,1.4221619013771207,21.947060409451844,0.6342885201040678,21.96969821672095,1962.597638331727,2263.4631387582003,14809.018580773145,7916.03281926967,367.5739131134807,1404.7662074352218,-24.947143223892123,-30.326323094133482,-36.72581571074723,-18.426661334878567,54.95618870524885,844.4985947770408,20.849139430923568,24.521200093268668,35.39898987951245,213.79046098648723,120.66775330920852,4.883631667913179,17.599406876676063,1339.3339548857707,5.249590380073293,0.3051432521560853,0.8141955039373758,1835.907250261635,6.549334077772767,4429.858248934837,7.726952670306904,142688.89917801396,18.518635147120843,No_weed
28,4,0,25.589471049050108,0.443692620070942,52.76949554173392,20.005897549163173,0,0,290.6796014053504,1,61,374.969454630139,10.62571318870155,41.588267321858424,0,-0.5887773683124747,0.9112373062030756,-0.3982544390013192,0.6945784815021272,0.43418782830103425,11.028625369545228,0.5167442241025285,14.680283828403708,1436.891729909747,513.7393332387379,10007.771969628557,8544.781763403638,332.5249416066063,1040.5754545355458,-15.827620021429256,22.12416956531433,-14.226112548881423,24.51708929630895,11.434796831024371,357.33419068771536,15.491536784452308,23.557226031401274,9.271359201033395,170.45364714666042,199.11860951719598,5.55154972918071,23.563117961054747,722.6711326959811,5.772602681808654,0.2561810927288663,0.6823099887542075,2674.235908138577,7.746746495336835,496.7878821635713,4.69960613868268,81989.9180638399,13.668041582704205,No_weed
28,5,3,35.74912608724494,0.3100929328321986,94.5997394939832,49.85997447320148,2,0,369.7455593982317,2,156,168.49544396227026,7.078430240416614,26.2673082179852,2,-0.12368429960831373,-1.0554791791830116,-0.5046556877315651,-0.8172431885278889,0.49356159081852335,4.062958402412855,0.7018035153527111,10.383316113172299,3067.636416983129,1855.9517430866968,15402.44029783741,7272.486121240171,245.3405791410494,1090.63688926444,-3.7186136389895883,-31.37094306842326,-19.121621710548826,-34.41358147862519,17.12590844649672,199.38588285119647,26.5666790245977,26.886824447218196,13.93266394490352,120.31488505053692,54.19199726199214,2.0522165359239986,5.907641541469736,1307.2477247161896,6.389636156892724,0.0854181230738258,0.570372224948067,7176.348392595177,10.176227321168122,2447.7011373473383,7.353149850231569,160808.14473455524,22.832077447946393,No_weed
28,2,3,40.05049993492792,0.2952419145114203,84.79156925796883,50.05056200012578,0,0,382.98072112661885,1,26,199.5997353712473,6.695836009731298,29.4089506343666,2,-0.1385392683157033,-0.9722601662657304,-0.4738019254447973,-0.7162803816666361,0.6272331876894444,5.871228698776398,0.816656674191795,10.897263474228453,3127.394745062263,1840.7302312363997,15686.11744641294,9046.845378362977,262.6301772800958,1139.8098738099397,-4.0793672046851555,-37.67941053757184,-19.196948067806847,-30.89560560122007,19.316437283289744,180.79580034904737,28.82565350612123,30.353510032385483,14.653566588297403,98.77376619926216,48.35047142152355,2.0590610884897718,7.815745311261477,1398.232076556723,6.930720697196035,0.08347807639661477,0.4865968744565154,7899.387354826,9.434339949298533,2609.944268791102,7.210578664046047,162223.09014350985,20.692891698178485,No_weed
3,4,0,28.00477839098892,0.3532760931345866,55.971577602421355,73.78105735681842,0,0,384.1852203701885,1,198,8.731180575346647,0.9422513475381044,1.9893369027212149,3,0.16769982587613855,1.0056313235075736,0.5434901959474617,0.8490291229246976,0.9039346155452678,11.928918222794486,0.6511301424323218,11.257773192051951,1741.1875995952346,2157.0204562258787,10414.47551845954,238.5383622461261,22.503993879853066,53.5143982513523,4.9103089269610845,25.38766349661391,13.49698778759682,26.014125798144555,28.753190285995924,262.8431960975332,16.071952547152733,27.018393476348585,30.904134709776343,113.33574405565194,3.7041722172583293,0.45836284886480744,0.7276243948340558,706.7846167317883,6.257158925843041,0.16616617848437945,0.5589710492739463,4416.061042097308,7.977524009280232,3971.3192017807596,7.905550447814064,180454.51490996077,20.630117373370446,No_weed
18,3,2,37.07558203258821,0.24747783658273656,88.88178190240673,74.14875245015712,0,4,293.418802728676,1,136,309.88227448828184,11.172903736339226,45.603280543565745,0,-0.653220602020693,0.672666259989867,-0.4823837549254564,0.979127067318935,0.8870649031159076,8.057673368366219,0.3677277872661844,8.205072622614832,3013.856792432942,2435.453591962859,10133.79333298497,11909.009760042396,354.63117232214614,1773.5554835367045,-25.332228824844794,26.877324378053054,-19.054527681470137,36.751656207493376,30.74179298268215,350.60595023292484,12.401024975011754,17.874511990655524,17.1527957474695,75.42816540930156,89.63936397287752,2.6633337076284436,12.177239194765749,1219.6449946816165,5.799227215699984,0.05748718728596715,0.4942882785807026,5970.322756526824,9.252066783830896,3943.1809165112086,7.7520754182781895,96461.19402725436,12.37647073857908,No_weed
16,2,0,39.51751833000377,0.3691759151086083,31.649620874277247,6.589107605772259,2,3,48.89969631438221,0,134,108.41848894898197,4.153877085181907,17.39929183009565,1,1.0392469512041322,-0.2742711143558123,0.7064610074721631,-0.4213051439116248,0.19511263404466145,22.87907429455963,0.5774598436323497,16.813344921747174,1329.5361762613384,297.80236168634536,2000.449352223783,4944.222363881144,171.35633652603636,610.5268334405922,34.68573228756249,-12.984807435686395,38.48466213871107,-22.415008928177368,8.353887646680668,1268.4524756236738,23.13845926131203,11.680522021366809,2.464922671021844,18.913831788560522,45.29480614851962,1.4736007161790268,5.970643289161768,1684.0753904933372,6.072124315107745,0.14188334442868727,0.6468305082844553,1231.6045533254276,5.653444680662382,61.85364189996962,2.908886492580736,2583.2652704015127,6.636234745674326,No_weed
26,2,1,10.790481513209523,0.5516819375516345,50.32899547996807,13.187254333388776,2,6,103.90466207518125,0,86,112.8919988689185,3.9087833766289157,20.768732103822636,1,0.8435889797894038,-0.5317844710268742,0.8673389018337199,-0.44637701438152355,0.2716080328578529,5.223335903857731,0.8837950965222928,5.668274260110052,545.4272356737619,205.59854109211258,974.1242006275705,1373.4298138307918,39.99922449974278,181.74903792449265,10.333209351466609,-5.377596783236709,9.59897721460141,-5.862382737301404,3.4364586438927307,42.43427368167593,8.935538297939521,29.67855357346377,10.397458975175248,61.831180064603195,80.90182157623848,2.3442065534772842,8.748660631169741,80.81025274476113,3.149990258900759,0.3784164120598907,0.6986245756741917,2827.6049627712996,6.774382349456743,202.20368261942912,3.8535800916142184,6173.672841206855,10.469046669404927,No_weed
3,2,0,22.466157223993278,0.49530375866870296,64.21914178995593,70.71771037689855,0,0,414.03638931846376,1,139,8.41329873283627,0.9251262737563754,1.9262260649947573,3,0.15937950175565602,1.1578044727292551,0.5385787157602198,0.9393696008532151,1.0794394814291044,10.748572449998184,0.6551110728908424,10.841103267229444,1855.79938548791,1716.2523126803612,10988.82681842146,252.45782368004217,26.825405771075456,58.530234425353655,3.934763317835312,23.2068786156488,14.554772194375248,25.115169401015017,29.931906647756584,258.21392514215785,15.295262284437142,23.511812715116964,29.476514672986546,184.17116242820586,3.9685569653780153,0.37971553230773814,0.9648781707589202,676.2380309354692,4.0256383944154575,0.1547780503169954,0.7770097530831748,4297.52493732658,7.139558996003492,4611.069045112098,9.536417127668804,163323.3790577501,22.13376797705251,No_weed
5,4,2,46.037332828075414,0.3791657513733339,76.62576108632146,96.73021949974226,0,1,309.33041341297667,2,78,170.9941335542992,5.964362490184249,20.36718962155065,2,0.6328130602335955,-0.7300804816785722,0.536965118110275,-0.9128227266635355,0.985685551845546,4.213887644056861,0.6489826850353027,26.0958471014696,3108.7152169353008,2741.385810403534,13720.089642424999,5834.151258722862,201.92195230529222,804.7154578713825,16.622989743094855,-33.271658933161014,16.983597562843826,-33.239461673325565,36.9227551830795,165.78100563226732,20.39645640911961,46.2290201387555,65.69842163473453,178.2727636380126,95.28331234742791,3.512729275842277,13.564825907550544,1851.2501695138687,6.247514862179047,0.38940015501993297,0.8881457370992452,7738.0924767671195,9.607033158320995,8569.462425140417,8.533683447411011,99216.8275299456,21.661447521736527,No_weed
13,2,1,9.93798993669469,0.4649437900287628,62.95410061836986,34.79690843076073,2,0,178.07598030864506,1,144,103.57037110105583,4.539290597489458,15.4879650053646,1,1.083577801152432,-0.18493635492041563,0.9314266642070835,-0.4971340620922458,0.5174785166110869,3.738188596016381,0.8165956970911451,3.5384997995705136,549.7248402548125,314.84883066801285,1978.815665247752,941.2115304042524,35.408055607809,156.3926386742293,7.741157738724676,-1.8251631293238866,8.55970269443514,-4.388388294706195,3.87106428854414,32.13176137842841,9.091572245386292,35.335851485674645,16.275718021538406,89.19216368901415,53.28389896582922,1.9621246405896402,7.347401524751372,92.016683151165,3.107642359563141,0.1767013175020199,0.688365416914645,4460.0036733288525,8.209070172410899,1165.6713040414152,5.015301602669333,39430.95821146556,12.614781474389433,No_weed
5,4,3,47.8199184128698,0.6311355420406074,82.03955285962022,95.41247378680904,0,4,295.32670872587823,2,78,163.55913705419616,4.711718164318039,22.999206641985538,0,0.49820701165458037,-1.0274889926334474,0.5890165095278163,-0.8656498016379063,1.035395528759499,4.519510301267638,0.4997428270786433,22.24605443263434,3365.1884569509803,3618.102957971093,10023.95655050346,6050.126693985414,198.65916486318568,790.2662984317038,19.76223776592079,-32.09288798027189,17.708166421798428,-32.56226202834585,31.04605908049068,172.33209228324327,20.51787862751483,50.56985758120507,58.22439676225456,190.41017130424825,104.55170024935497,3.3809087809648464,13.618465834337261,1598.4108501403157,6.561933852992408,0.3567953483494101,0.7437880237930019,7624.240186106631,9.20831300522166,7777.37165331595,8.83717965849918,86671.02130450412,17.79960233894297,No_weed
15,5,2,7.764034031085121,0.6583086647199107,14.67450004030548,42.095800630265465,0,1,227.52476074932468,1,124,50.65442630326442,2.094242193418357,6.125407579356136,3,0.6852549372923824,0.6352861688239106,0.9161713985426524,0.46473648827761654,3.2775772963894716,7.338408515204541,0.8866534950557804,4.974257919695602,129.45025846720856,478.4298164936422,1857.718711994248,432.7294522783746,18.80172122969904,56.82669994508459,6.03145038323986,5.880693590418337,6.3253081695548214,4.177814478774758,29.435145737209098,63.9207619874886,8.613392977429166,9.185691908450002,26.699366222658554,132.48356181946667,32.19985881903891,1.365224275686849,3.379303004949361,79.03899391670748,3.023146708135157,0.4499628499928112,0.8066738239334569,234.58533073046857,4.119896035022979,2301.7137130605865,7.200128981766608,39756.71779960858,13.336239042516409,No_weed
18,3,2,36.28643704935656,0.24593695415894112,71.49553358436368,64.13892572765754,0,4,283.472764996402,1,136,343.0041276025006,10.165753893795774,48.17987369387496,0,-0.7396305851014856,0.7066760383876036,-0.48139070512860027,0.8585497909974216,0.8008144803892951,7.606652287902405,0.40833914933410315,8.504452954056534,3122.196308048572,2463.5915191393906,10600.651754004713,11950.93063910009,378.60461618284484,1408.628362480224,-25.187128600113468,22.947600639458898,-17.237456502148483,29.369615511114215,35.53877884211466,269.4757617326063,16.350361981394062,18.653850217927975,13.146818872335864,62.868880477200555,80.01425325478948,2.5607266242406888,12.169784115407415,1274.046799216006,5.557845561023173,0.04759255957500843,0.5106269916778071,7130.137466501853,9.367298241113659,5302.435965197837,7.674073709438218,92847.76694026346,17.967380118812756,No_weed
5,3,3,27.56175518258628,0.46795101894581337,39.667013906804165,94.66952222169438,0,0,341.004066734175,2,98,150.31324598475055,4.367985448046499,21.727230596877256,1,0.7439764102611433,-0.5206770574256077,0.5374217994856899,-0.9654701950896952,2.2592323679332,12.111735945694937,0.36238123001259986,13.321372998362,853.5608581597282,2518.8796083511547,8080.671307507313,2521.445089597081,131.7792962365682,479.9758305981935,17.34094634478283,-16.220510400809335,12.041228173538263,-21.19017118900069,56.24798357862879,327.82749985821994,10.90740577374337,15.771979833416179,42.09437697202451,209.74097532498845,61.205450395759215,1.736706609619087,10.56072201500383,639.8525724988367,5.517878933405468,0.24090449499118852,0.7762342619227225,1882.2854048597844,5.9362706567690084,8097.657594216706,8.080254491867054,160137.43644848216,19.88098267765289,No_weed
17,3,2,19.221105719035286,0.14972385595279786,75.06038851620573,27.82809735357963,0,0,452.6991151558111,2,144,104.5904307285998,2.9529013941956026,13.309195819512176,1,0.9517999569380413,0.04144034908500808,0.8417815823080577,6.357828260273618e-17,0.48264548572389815,5.444480659354476,0.5033869356781149,2.3885601315579343,1365.376228681511,541.1950370612121,7478.063313858708,1841.4634229145952,49.10148301019197,267.2400043484172,17.43279253589825,0.8641743802397062,18.98447245231404,1.1795776899807429e-15,7.133498640606941,107.67635481693596,8.17125303676032,10.012059828654925,4.113148862167717,54.32084881122451,12.680456170756063,0.3963034969067699,1.606588872400879,374.9484524822988,4.202494043810603,0.01629646887332951,0.3489663161467665,5512.39062502813,7.705238959205045,978.8241496321718,5.195041638499444,155340.06288697882,19.68548602483822,No_weed
