temperature,humidity,rainfall,growth_duration,label
19.68,59.07,30.04,109,Spring
23.33,72.84,80.57,102,Autumn
28.25,77.5,95.54,146,Autumn
28.24,77.33,233.55,95,Monsoon
27.59,55.17,20.92,92,Spring
23.34,70.33,114.84,95,Autumn
34.91,27.56,5.14,172,Summer
20.47,77.36,77.41,171,Autumn
10.01,59.3,18.99,132,Winter
22.64,69.27,101.41,115,Autumn
30.41,73.63,80.02,101,Autumn
23.63,81.21,85.91,124,Autumn
21.62,78.43,79.93,172,Autumn
22.07,79.4,127.21,111,Autumn
26.49,71.02,226.67,161,Monsoon
26.9,78.79,235.44,161,Monsoon
21.18,55.11,45.7,110,Spring
24.98,92.34,159.4,109,Monsoon
29.23,54.3,9.69,173,Summer
25.43,48.4,47.8,97,Spring
24.97,76.4,90.09,131,Autumn
29.49,93.32,298.96,133,Monsoon
31.5,22.52,29.46,174,Summer
24.54,85.76,222.6,161,Monsoon
19.73,57.14,46.91,144,Spring
22.78,45.98,53.39,179,Spring
10.32,47.89,16.68,167,Winter
28.51,34.27,19.72,110,Summer
37.76,88.08,188.15,141,Monsoon
23.44,83.15,206.58,173,Monsoon
23.61,85.13,235.56,104,Monsoon
26.37,55.01,44.13,111,Spring
27.21,70.43,65.92,110,Autumn
16.97,53.97,10.63,97,Winter
24.39,51.19,63.63,177,Spring
25.15,85.64,254.45,134,Monsoon
50.0,67.37,17.74,148,Summer
11.12,61.36,25.3,131,Winter
22.85,78.13,272.91,103,Monsoon
27.33,47.13,56.88,165,Spring
11.04,53.87,0.0,149,Winter
27.57,89.98,221.01,96,Monsoon
26.59,75.88,44.44,149,Autumn
29.22,80.19,260.88,91,Monsoon
11.79,54.55,14.66,121,Winter
23.64,51.12,55.88,101,Spring
7.71,67.95,52.89,154,Winter
20.54,54.77,41.18,141,Spring
17.43,66.88,11.12,92,Winter
35.06,41.74,6.29,118,Summer
20.25,61.72,51.87,172,Winter
25.54,78.8,190.61,130,Monsoon
9.25,48.87,46.31,169,Winter
35.1,43.51,28.57,162,Summer
32.28,79.53,218.26,125,Monsoon
20.84,100.0,189.13,115,Monsoon
25.34,50.08,48.2,148,Spring
19.06,45.4,35.22,170,Winter
26.95,75.37,65.39,90,Autumn
29.12,85.72,295.17,137,Monsoon
7.65,52.7,14.42,93,Winter
42.47,33.94,14.48,153,Summer
23.48,78.84,45.4,94,Autumn
29.93,91.11,212.54,156,Monsoon
25.73,50.39,58.67,178,Spring
28.78,43.16,1.61,171,Summer
24.48,70.69,89.9,95,Autumn
10.75,62.99,36.2,126,Winter
27.54,84.89,282.68,137,Monsoon
9.4,57.65,6.91,146,Winter
23.21,54.17,63.91,129,Spring
26.17,54.64,29.24,169,Spring
31.89,79.71,292.19,146,Monsoon
14.51,69.29,33.06,125,Winter
24.71,56.22,44.43,139,Spring
22.28,54.62,58.97,149,Spring
39.77,46.76,7.16,155,Summer
11.24,47.0,38.05,171,Winter
26.69,77.86,94.01,167,Autumn
7.19,81.51,36.67,156,Winter
21.62,74.1,69.64,160,Autumn
37.84,43.91,26.37,126,Summer
26.42,70.85,45.21,131,Autumn
33.43,35.94,8.91,110,Summer
14.99,57.92,22.55,98,Winter
5.0,57.3,0.0,129,Winter
20.58,53.84,36.73,92,Winter
20.38,72.95,264.94,130,Monsoon
25.42,94.79,256.87,103,Monsoon
37.71,37.47,28.01,134,Summer
26.4,61.6,68.89,133,Spring
23.86,74.79,98.86,125,Autumn
10.93,39.46,10.0,110,Winter
28.49,80.64,245.15,95,Monsoon
36.23,38.08,13.43,124,Summer
26.94,77.53,91.14,91,Autumn
37.86,36.02,14.93,174,Summer
23.4,56.7,37.75,155,Winter
26.67,54.57,33.35,94,Spring
21.66,65.83,17.98,175,Winter
24.95,76.47,84.18,120,Autumn
22.91,73.79,78.15,159,Autumn
26.56,73.18,76.61,141,Autumn
19.89,50.13,51.22,149,Spring
11.5,57.2,40.56,116,Winter
24.37,73.01,77.2,171,Autumn
22.54,78.47,95.25,166,Autumn
29.26,93.47,278.24,141,Monsoon
14.27,72.9,35.4,154,Winter
5.63,69.47,24.21,157,Winter
30.32,78.96,159.0,108,Monsoon
19.12,58.27,26.14,116,Winter
16.97,51.95,5.02,159,Winter
15.87,57.82,24.45,145,Winter
36.83,39.99,41.2,177,Summer
28.39,86.76,324.11,172,Monsoon
33.28,83.44,264.0,105,Monsoon
29.37,91.47,172.26,133,Monsoon
26.34,53.81,62.55,102,Spring
26.89,49.26,33.72,94,Spring
15.34,77.99,0.0,177,Winter
22.92,58.31,36.42,132,Winter
20.57,51.57,48.08,93,Spring
22.96,64.94,54.15,170,Spring
39.17,42.19,21.07,175,Summer
32.6,79.33,55.64,106,Autumn
23.94,53.97,59.06,158,Spring
16.48,75.06,73.99,93,Autumn
24.73,79.53,31.12,171,Winter
42.02,59.13,22.74,108,Summer
25.58,86.63,303.65,103,Monsoon
27.27,76.94,112.59,108,Autumn
16.1,54.22,22.66,124,Winter
26.9,77.6,89.69,118,Autumn
18.01,59.35,30.36,158,Winter
25.68,47.55,73.24,159,Spring
15.11,78.49,49.43,176,Winter
24.71,52.44,62.28,124,Spring
25.83,83.36,281.87,124,Monsoon
28.95,31.52,27.47,104,Summer
21.98,66.17,45.06,128,Winter
26.22,52.36,72.03,130,Spring
25.97,57.76,28.09,134,Spring
19.81,74.16,28.91,134,Winter
23.9,47.36,39.55,155,Spring
24.72,51.79,50.83,178,Spring
22.2,71.76,89.69,124,Autumn
22.34,60.92,48.82,156,Spring
46.77,31.72,27.88,90,Summer
22.48,62.33,19.9,129,Spring
18.3,67.54,8.53,129,Winter
31.84,41.73,27.91,128,Summer
24.44,78.07,75.85,97,Autumn
9.7,69.45,29.93,177,Winter
33.15,80.65,305.35,167,Monsoon
24.28,72.45,110.86,158,Autumn
21.97,60.21,18.25,133,Spring
17.12,67.89,61.5,111,Winter
9.83,74.18,0.0,97,Winter
25.17,53.58,60.05,175,Spring
22.64,77.19,70.42,142,Autumn
17.55,66.33,49.52,116,Winter
24.93,86.08,80.21,112,Autumn
26.49,71.05,60.56,95,Autumn
20.86,57.54,46.13,176,Winter
25.33,89.29,223.63,176,Monsoon
13.99,69.9,22.54,156,Winter
22.72,70.46,73.8,131,Autumn
39.03,77.08,274.57,168,Monsoon
24.03,60.27,81.6,164,Spring
24.14,58.34,42.04,101,Spring
27.14,69.55,88.98,133,Autumn
24.67,57.14,37.21,170,Spring
24.38,67.53,52.79,113,Autumn
26.8,70.75,102.61,161,Autumn
26.8,47.61,50.95,99,Spring
41.86,32.46,17.41,150,Summer
20.58,73.35,112.05,91,Autumn
18.67,82.5,70.27,161,Autumn
24.16,69.11,65.91,140,Autumn
28.26,61.62,43.03,123,Spring
30.95,82.55,239.13,178,Monsoon
21.97,68.47,21.68,177,Autumn
28.79,96.26,372.65,150,Monsoon
9.67,51.13,44.08,153,Winter
33.13,88.08,222.47,154,Monsoon
26.02,54.18,66.1,98,Spring
21.16,52.45,21.5,107,Winter
24.68,76.48,58.2,141,Autumn
38.08,42.02,14.48,107,Summer
19.14,50.8,34.12,168,Winter
26.03,72.87,108.88,154,Autumn
28.64,76.24,103.46,121,Autumn
19.74,78.45,83.11,133,Autumn
8.03,69.22,35.54,163,Winter
25.06,80.25,107.11,124,Autumn
38.47,34.37,0.0,153,Summer
25.67,66.72,84.72,174,Autumn
19.51,50.41,69.7,160,Spring
20.75,62.91,98.09,91,Autumn
50.0,50.49,15.0,101,Summer
21.28,79.39,93.09,95,Autumn
18.3,66.87,28.95,151,Winter
28.1,85.91,329.23,157,Monsoon
21.21,43.25,62.49,129,Spring
23.05,66.91,36.38,133,Winter
32.51,90.95,177.26,130,Monsoon
30.42,76.23,293.69,133,Monsoon
38.21,35.75,10.02,106,Summer
11.46,54.8,13.75,96,Winter
21.23,72.19,47.77,114,Autumn
22.45,76.25,102.54,155,Autumn
20.21,43.71,34.67,158,Winter
23.41,84.8,316.38,99,Monsoon
21.48,77.36,83.83,131,Autumn
11.63,54.92,40.1,165,Winter
27.86,49.16,20.75,122,Summer
34.89,46.49,36.23,145,Summer
39.01,49.5,12.61,96,Summer
25.01,73.69,62.04,103,Autumn
30.89,84.57,251.37,92,Monsoon
20.89,81.14,111.25,143,Autumn
19.94,59.01,1.7,93,Winter
25.3,77.51,90.09,90,Autumn
24.97,88.94,221.48,145,Monsoon
26.58,77.64,65.95,169,Autumn
26.56,73.88,71.64,116,Autumn
17.58,55.62,5.51,110,Winter
15.64,77.82,56.53,127,Winter
26.02,55.6,35.01,94,Spring
25.75,86.62,345.01,110,Monsoon
29.14,53.26,56.03,101,Spring
25.27,92.91,160.7,137,Monsoon
17.04,56.41,61.07,160,Winter
30.85,75.97,237.49,143,Monsoon
26.23,73.81,217.46,110,Monsoon
27.51,52.3,45.74,118,Spring
26.44,63.03,33.04,125,Spring
26.37,100.0,280.42,120,Monsoon
22.07,85.48,248.92,141,Monsoon
21.45,79.03,78.19,117,Autumn
9.73,66.79,21.81,165,Winter
29.42,52.92,58.33,137,Spring
26.31,56.29,48.69,103,Spring
15.55,51.05,55.12,90,Winter
27.04,98.43,313.1,97,Monsoon
36.59,30.87,12.72,170,Summer
27.48,52.93,36.01,118,Spring
29.74,45.06,22.99,150,Summer
23.77,76.49,71.7,92,Autumn
21.96,76.48,80.28,144,Autumn
40.58,37.24,14.55,169,Summer
24.43,83.99,283.84,105,Monsoon
15.77,49.62,17.29,146,Winter
32.54,36.8,21.55,169,Summer
24.77,75.19,84.17,175,Autumn
25.13,64.05,110.9,133,Autumn
28.34,52.31,62.05,168,Spring
26.65,68.06,73.1,132,Autumn
10.53,47.95,6.41,148,Winter
28.46,52.73,47.11,167,Spring
29.97,82.85,350.06,111,Monsoon
31.4,34.27,34.16,166,Summer
50.0,45.2,15.71,123,Summer
13.39,60.04,30.99,120,Winter
14.89,57.98,50.77,131,Spring
29.04,76.07,266.75,129,Monsoon
27.25,54.98,34.58,125,Spring
24.15,56.03,33.05,113,Spring
29.88,51.95,34.0,174,Spring
35.35,31.07,2.6,175,Summer
39.01,33.84,25.12,143,Summer
21.44,63.09,56.22,107,Spring
25.79,75.16,43.54,122,Autumn
23.46,71.64,74.64,112,Autumn
21.76,84.01,252.15,125,Monsoon
29.9,59.59,65.32,100,Spring
43.44,52.56,30.99,152,Summer
27.43,83.66,289.94,124,Monsoon
23.55,91.46,297.35,101,Monsoon
23.82,66.31,64.49,120,Autumn
10.74,69.05,25.92,126,Winter
25.63,54.61,58.32,159,Spring
21.59,47.75,55.76,176,Spring
25.75,84.68,286.35,94,Monsoon
24.03,72.49,68.2,173,Autumn
24.5,81.85,95.38,154,Autumn
27.03,72.43,60.16,120,Autumn
22.13,51.46,36.72,171,Spring
20.57,61.95,72.47,172,Spring
19.21,58.01,0.0,131,Winter
23.48,78.73,99.79,162,Autumn
26.22,41.86,26.39,167,Summer
31.12,48.38,18.43,157,Summer
23.75,91.85,210.88,94,Monsoon
24.92,82.72,217.69,149,Monsoon
22.05,72.71,57.32,149,Autumn
30.66,33.56,10.69,109,Summer
23.72,59.55,45.59,117,Winter
22.08,75.33,83.34,122,Autumn
37.21,38.99,10.85,101,Summer
30.59,52.77,36.08,92,Spring
13.63,50.22,20.68,172,Winter
22.03,63.67,63.03,177,Autumn
37.04,40.26,29.71,150,Summer
30.33,79.51,118.73,123,Autumn
29.35,94.38,201.53,144,Monsoon
29.24,53.74,29.84,139,Summer
22.12,77.41,201.76,133,Monsoon
22.76,53.44,36.84,141,Spring
22.74,78.97,77.98,97,Autumn
28.69,85.81,301.3,121,Monsoon
31.93,33.77,23.45,121,Summer
38.75,31.15,19.0,178,Summer
21.26,45.57,5.47,163,Winter
26.25,69.88,97.69,168,Autumn
26.71,46.6,39.88,168,Spring
23.22,68.94,91.91,116,Autumn
27.97,67.04,84.34,177,Autumn
11.16,47.67,0.0,111,Winter
28.29,87.69,283.36,161,Monsoon
26.02,52.15,36.71,127,Spring
23.22,54.62,73.05,115,Spring
26.38,55.0,45.45,124,Spring
35.57,44.37,21.85,137,Summer
23.01,78.85,109.25,90,Autumn
21.1,75.4,91.97,126,Autumn
26.96,81.9,65.69,158,Autumn
25.61,79.65,295.41,178,Monsoon
25.76,74.41,95.86,147,Autumn
34.26,50.07,25.66,179,Summer
24.6,50.24,25.06,176,Spring
26.03,78.34,64.69,123,Autumn
24.71,54.09,80.1,164,Spring
22.26,53.58,65.93,166,Spring
31.21,47.14,17.83,108,Summer
19.61,52.38,41.05,114,Spring
11.42,57.7,5.14,99,Winter
13.92,61.45,26.35,130,Winter
17.99,53.37,54.89,143,Spring
26.45,71.61,74.8,163,Autumn
26.58,59.92,50.0,143,Spring
8.78,37.88,19.66,97,Winter
25.17,79.2,261.22,121,Monsoon
33.89,36.06,13.96,175,Summer
15.12,62.19,34.7,101,Winter
26.32,73.45,292.38,176,Monsoon
30.59,81.24,67.28,144,Autumn
11.59,49.53,9.77,117,Winter
19.78,56.87,34.0,178,Winter
21.97,82.48,51.91,148,Autumn
13.5,59.7,20.47,131,Winter
22.07,75.13,66.24,118,Autumn
28.64,24.89,19.5,143,Summer
24.76,77.26,78.66,148,Autumn
36.53,23.36,28.65,151,Summer
22.62,87.33,274.77,160,Monsoon
27.89,49.41,60.91,172,Spring
37.04,47.67,14.83,144,Summer
18.04,67.92,18.66,124,Winter
21.58,54.13,4.05,90,Spring
26.38,61.63,35.04,169,Spring
21.34,80.91,72.48,95,Autumn
31.76,38.0,11.4,154,Summer
24.63,46.03,30.34,163,Summer
17.31,63.83,9.05,178,Winter
17.55,78.48,87.18,162,Autumn
13.84,56.22,5.45,96,Winter
25.97,59.07,26.76,128,Spring
25.01,81.87,68.7,178,Autumn
36.16,37.92,12.18,147,Summer
27.19,56.34,76.6,143,Spring
28.32,95.51,157.47,144,Monsoon
22.36,74.81,82.75,148,Autumn
39.08,26.41,25.07,154,Summer
36.97,35.23,29.74,92,Summer
12.34,55.8,17.69,91,Winter
27.3,52.0,48.38,143,Spring
12.17,77.8,37.08,173,Winter
32.45,76.83,192.7,176,Monsoon
22.08,73.08,95.26,114,Autumn
5.28,61.21,37.67,127,Winter
36.89,23.78,29.85,141,Summer
22.61,57.28,36.81,134,Winter
36.36,27.85,12.6,152,Summer
28.09,71.56,84.6,95,Autumn
9.35,56.08,52.01,148,Winter
16.64,70.55,23.16,151,Winter
22.21,72.72,100.33,178,Autumn
22.67,48.92,47.14,138,Spring
22.55,64.92,113.04,99,Autumn
20.25,51.31,47.24,111,Winter
27.85,51.97,7.97,94,Spring
27.56,92.35,292.34,167,Monsoon
30.56,100.0,248.46,143,Monsoon
22.65,49.68,0.0,99,Winter
21.76,74.74,76.97,99,Autumn
22.1,72.39,111.27,155,Autumn
12.26,64.24,28.24,109,Winter
25.55,84.12,272.42,143,Monsoon
24.24,53.18,69.14,120,Spring
23.43,88.98,197.84,124,Monsoon
27.76,79.95,93.68,106,Autumn
27.38,72.77,35.23,132,Autumn
22.08,100.0,216.12,125,Monsoon
36.0,31.84,39.38,155,Summer
18.13,53.4,17.91,171,Winter
19.91,75.72,77.74,92,Autumn
23.59,68.46,22.66,96,Spring
10.54,52.35,32.48,165,Winter
21.71,70.42,59.12,145,Autumn
27.8,35.2,17.73,93,Summer
17.95,76.48,64.42,168,Autumn
27.8,85.51,216.95,124,Monsoon
44.8,42.53,3.06,164,Summer
24.14,47.79,24.64,101,Spring
26.66,75.59,102.67,113,Autumn
25.07,47.25,69.72,104,Spring
27.2,58.1,34.98,174,Spring
34.59,83.43,233.1,166,Monsoon
34.27,54.81,11.79,100,Summer
32.75,83.38,310.7,173,Monsoon
6.3,60.94,68.97,133,Winter
25.17,57.23,75.98,113,Spring
24.4,91.44,253.79,158,Monsoon
26.91,82.91,68.97,158,Autumn
20.87,65.86,33.01,143,Spring
36.24,45.17,7.52,117,Summer
26.48,89.89,255.79,164,Monsoon
24.92,77.94,58.05,90,Autumn
24.25,75.99,8.66,90,Winter
36.67,38.34,22.48,104,Summer
18.12,48.36,15.59,131,Winter
26.96,88.23,244.69,171,Monsoon
33.17,49.77,58.84,140,Spring
25.58,46.86,26.37,143,Spring
29.98,22.44,19.05,145,Summer
23.58,53.61,46.75,141,Spring
29.03,92.04,243.36,169,Monsoon
28.14,76.61,104.01,141,Autumn
24.18,72.06,63.28,179,Autumn
16.81,62.49,23.35,99,Winter
21.86,79.4,114.12,101,Autumn
29.45,76.13,96.9,168,Autumn
14.65,74.98,36.81,161,Winter
27.75,85.75,270.03,168,Monsoon
31.77,77.91,246.39,150,Monsoon
11.45,57.89,50.55,106,Winter
23.43,100.0,173.01,171,Monsoon
32.26,38.22,11.72,168,Summer
23.33,74.65,99.77,171,Autumn
17.55,69.37,53.02,142,Winter
26.95,78.0,86.36,176,Autumn
31.1,56.57,41.52,90,Spring
37.12,42.83,29.26,152,Summer
41.31,56.4,19.6,153,Summer
13.43,58.44,53.06,156,Winter
24.78,51.58,23.94,114,Spring
18.27,79.98,82.29,165,Autumn
26.53,53.37,28.2,92,Spring
22.39,54.29,52.18,157,Spring
23.73,56.63,56.05,123,Spring
22.74,75.4,22.89,131,Winter
24.5,55.27,46.87,96,Spring
20.54,52.62,59.69,155,Spring
25.7,59.98,62.67,90,Spring
24.57,76.14,70.82,132,Autumn
41.53,54.42,21.2,135,Summer
24.3,51.79,50.02,110,Spring
27.56,78.89,56.29,92,Autumn
26.02,61.72,48.17,174,Spring
23.23,50.05,55.23,119,Spring
33.68,77.92,265.59,139,Monsoon
23.2,81.53,217.74,108,Monsoon
22.68,73.32,66.73,94,Autumn
13.52,59.62,0.0,152,Winter
28.07,81.67,300.73,139,Monsoon
22.48,63.84,111.45,128,Autumn
30.48,51.69,42.52,141,Spring
29.76,44.02,19.36,136,Summer
22.22,67.91,54.51,158,Autumn
16.8,77.6,39.12,142,Winter
16.36,49.91,44.13,90,Winter
30.8,33.07,15.77,104,Summer
23.69,71.28,162.71,153,Monsoon
31.65,75.54,313.48,131,Monsoon
28.38,62.37,79.71,154,Spring
27.57,74.69,67.43,110,Autumn
24.79,57.66,52.84,98,Spring
11.48,79.76,20.27,152,Winter
22.88,68.24,65.72,115,Autumn
19.76,78.64,77.54,169,Autumn
22.39,59.13,39.51,92,Winter
28.78,48.89,11.02,136,Summer
30.12,39.86,22.2,146,Summer
27.53,96.89,150.93,165,Monsoon
28.64,54.58,54.66,154,Spring
18.43,62.43,0.0,123,Winter
25.9,81.77,328.46,140,Monsoon
23.94,54.63,49.0,120,Spring
25.96,56.28,42.0,136,Spring
22.62,79.32,114.41,93,Autumn
32.25,80.77,213.43,90,Monsoon
35.85,45.51,16.53,160,Summer
28.98,86.02,199.82,103,Monsoon
19.83,60.64,58.74,94,Spring
13.52,71.36,26.63,121,Winter
44.05,37.8,30.05,143,Summer
23.2,55.69,59.49,165,Spring
26.58,44.66,52.7,165,Spring
22.86,58.15,63.91,158,Spring
21.84,59.16,24.22,120,Winter
22.5,96.38,188.12,153,Monsoon
25.34,23.4,24.42,146,Summer
36.04,42.71,24.9,132,Summer
17.56,93.83,202.55,110,Monsoon
27.03,84.59,226.14,104,Monsoon
23.77,72.67,91.62,95,Autumn
18.88,42.37,59.77,110,Spring
13.92,43.53,16.86,161,Winter
28.51,73.8,71.03,151,Autumn
38.62,82.86,329.37,96,Monsoon
31.86,89.67,262.59,129,Monsoon
24.81,65.84,74.64,113,Autumn
22.36,66.85,88.7,177,Autumn
20.28,58.67,43.56,132,Spring
24.38,49.59,40.32,177,Spring
32.48,33.13,34.76,98,Summer
26.14,88.73,242.83,177,Monsoon
35.86,56.25,19.06,121,Summer
29.15,50.07,70.09,163,Spring
32.37,34.13,8.72,153,Summer
22.3,78.08,55.02,119,Winter
12.51,51.39,26.8,118,Winter
9.33,39.61,45.53,151,Winter
26.12,78.25,168.55,136,Monsoon
16.57,59.53,29.19,164,Winter
22.84,64.03,39.93,168,Spring
13.65,48.52,0.0,171,Winter
29.35,37.53,24.39,139,Summer
28.38,90.19,344.53,162,Monsoon
28.5,53.51,37.94,141,Spring
34.98,34.47,23.83,174,Summer
34.84,97.02,328.06,118,Monsoon
16.67,49.99,15.0,90,Winter
22.17,74.92,71.79,178,Autumn
23.22,76.69,53.07,157,Autumn
19.87,74.55,45.22,169,Autumn
20.37,70.87,58.38,124,Autumn
32.63,76.21,103.33,96,Autumn
21.27,79.74,38.11,101,Autumn
29.14,78.31,106.28,94,Autumn
36.95,62.6,25.91,96,Summer
40.08,49.83,17.21,169,Summer
20.37,62.78,48.08,150,Spring
20.55,59.99,51.72,141,Spring
22.49,49.21,50.34,169,Spring
35.22,45.49,35.15,96,Summer
22.52,41.25,13.39,115,Summer
35.98,44.95,20.22,122,Summer
5.0,78.74,13.58,124,Winter
20.64,74.28,66.94,93,Autumn
21.86,63.71,65.93,117,Spring
19.88,76.3,70.5,94,Autumn
37.48,13.57,30.89,108,Summer
28.05,71.21,288.69,156,Monsoon
27.92,77.25,219.53,102,Monsoon
22.84,66.45,37.51,137,Spring
32.67,26.99,15.47,128,Summer
25.16,56.81,58.87,177,Spring
22.47,97.95,355.84,101,Monsoon
15.01,54.33,39.28,157,Winter
28.26,61.4,67.56,167,Spring
31.21,82.99,281.42,112,Monsoon
18.97,57.56,60.27,94,Spring
14.37,58.52,59.57,93,Winter
23.92,79.47,268.56,159,Monsoon
39.96,45.07,4.93,106,Summer
25.63,82.18,280.09,123,Monsoon
23.14,78.34,226.58,136,Monsoon
24.12,73.14,100.82,117,Autumn
16.88,80.62,40.39,117,Winter
28.02,91.17,305.87,106,Monsoon
10.03,49.28,11.22,163,Winter
26.69,57.24,59.85,127,Spring
20.26,57.04,65.76,135,Winter
32.6,47.58,2.08,148,Summer
28.9,83.79,187.5,92,Monsoon
19.39,79.7,76.05,117,Autumn
25.63,72.55,68.82,152,Autumn
12.09,49.42,16.66,174,Winter
27.27,76.54,79.41,159,Autumn
28.64,76.07,73.56,140,Autumn
27.31,77.94,227.22,105,Monsoon
15.66,66.07,52.2,109,Winter
31.73,77.91,261.72,94,Monsoon
26.82,51.07,35.06,107,Spring
26.79,45.58,59.47,93,Spring
28.06,77.22,79.48,173,Autumn
13.8,49.75,36.31,116,Winter
25.46,69.23,101.52,169,Autumn
15.58,48.84,78.59,125,Winter
30.11,79.85,198.88,171,Monsoon
14.2,65.95,17.64,163,Winter
29.62,31.27,9.48,142,Summer
39.2,37.36,33.2,121,Summer
24.86,85.87,139.63,97,Autumn
34.83,82.15,196.14,166,Monsoon
27.6,84.17,164.83,125,Monsoon
32.98,89.73,165.14,94,Monsoon
17.24,45.57,48.06,147,Winter
25.04,52.39,35.22,128,Spring
34.86,44.15,8.92,167,Summer
11.51,44.85,11.05,176,Winter
24.98,75.52,59.24,164,Autumn
20.7,65.5,78.82,134,Autumn
22.76,68.63,82.62,95,Autumn
29.64,81.0,81.23,161,Autumn
27.88,100.0,234.86,130,Monsoon
42.79,39.3,6.3,161,Summer
14.22,54.32,17.22,151,Winter
10.18,62.42,14.52,132,Winter
22.77,81.16,70.74,141,Autumn
28.07,83.4,276.72,105,Monsoon
33.87,40.08,22.19,139,Summer
21.74,68.31,48.37,115,Winter
22.03,58.4,20.32,116,Winter
24.15,90.68,290.69,106,Monsoon
14.67,63.97,14.61,141,Winter
27.25,69.9,89.7,108,Autumn
35.81,33.21,16.02,164,Summer
23.43,59.34,47.84,129,Winter
29.48,32.98,51.49,162,Summer
24.99,71.67,87.87,141,Autumn
34.88,84.85,362.37,161,Monsoon
29.03,42.71,19.26,103,Summer
25.64,74.17,42.9,110,Autumn
25.77,76.46,73.44,166,Autumn
29.37,56.26,53.06,129,Spring
28.49,59.27,60.27,163,Spring
26.32,54.7,35.13,178,Spring
26.94,51.12,61.29,148,Spring
28.42,85.62,209.89,116,Monsoon
28.3,51.23,9.65,96,Summer
23.81,77.5,40.52,106,Autumn
35.5,46.51,43.47,179,Summer
10.17,73.33,61.43,133,Winter
30.77,70.0,298.12,130,Monsoon
22.22,77.11,48.07,125,Autumn
33.66,92.68,311.11,110,Monsoon
29.54,62.93,37.65,138,Spring
12.76,79.28,0.37,106,Winter
24.61,85.13,170.42,99,Monsoon
36.2,42.41,29.97,173,Summer
18.54,79.41,24.69,173,Winter
23.59,74.02,81.78,169,Autumn
22.99,66.27,83.35,162,Autumn
25.57,60.75,55.38,152,Spring
28.46,83.4,284.81,96,Monsoon
25.21,94.07,314.19,158,Monsoon
12.42,58.74,54.0,94,Winter
34.05,23.52,19.68,130,Summer
35.86,54.3,24.17,156,Summer
24.03,72.19,210.79,106,Monsoon
42.05,30.45,14.23,179,Summer
30.74,91.04,148.84,148,Monsoon
18.77,48.7,56.3,132,Spring
23.49,62.26,54.39,104,Spring
34.21,49.96,4.92,154,Summer
24.8,45.13,66.46,163,Spring
26.06,70.87,76.56,104,Autumn
28.83,84.27,262.19,157,Monsoon
14.25,59.32,0.0,169,Winter
23.71,55.04,41.64,176,Spring
25.92,65.45,79.35,160,Spring
31.1,89.93,297.11,176,Monsoon
21.93,100.0,253.85,136,Monsoon
12.44,63.3,58.12,121,Winter
28.45,84.3,206.42,102,Monsoon
20.99,78.82,48.37,132,Autumn
23.22,80.69,74.2,94,Autumn
32.37,80.3,278.88,152,Monsoon
5.0,74.32,16.24,163,Winter
18.0,62.12,62.02,104,Spring
26.65,62.1,77.01,102,Spring
17.48,55.58,81.54,142,Spring
24.76,68.37,71.62,99,Autumn
23.74,72.64,93.99,112,Autumn
34.97,64.87,174.07,104,Monsoon
23.13,82.31,234.41,139,Monsoon
39.41,34.61,10.78,90,Summer
11.36,59.44,41.67,101,Winter
14.33,70.67,11.71,147,Winter
23.59,72.77,43.8,148,Winter
26.09,73.86,61.93,155,Autumn
18.47,78.58,242.08,139,Monsoon
19.97,51.7,19.23,100,Winter
22.21,74.57,77.21,153,Autumn
26.85,48.16,14.06,134,Spring
19.56,56.31,39.9,127,Spring
30.26,50.39,44.59,118,Spring
25.29,80.7,90.65,116,Autumn
21.83,46.55,61.22,93,Spring
23.42,60.03,37.35,145,Spring
31.83,90.12,312.46,106,Monsoon
24.56,88.1,365.79,118,Monsoon
17.88,49.25,0.0,122,Winter
30.17,82.17,292.42,121,Monsoon
24.19,74.57,113.89,171,Autumn
13.11,50.65,0.0,173,Winter
23.12,60.05,41.82,112,Spring
23.64,72.94,63.91,172,Autumn
30.46,91.62,226.15,159,Monsoon
28.58,79.87,232.57,140,Monsoon
35.04,51.0,24.62,141,Summer
34.46,56.49,26.49,145,Summer
34.62,97.39,212.96,130,Monsoon
24.52,77.48,242.0,91,Monsoon
35.04,51.39,15.78,154,Summer
29.09,50.53,9.05,157,Spring
10.3,47.92,33.91,121,Winter
35.0,30.71,2.86,118,Summer
28.79,43.46,35.31,170,Summer
24.45,74.14,67.81,162,Autumn
29.94,97.89,255.78,128,Monsoon
24.4,56.01,34.71,141,Spring
25.91,54.64,13.03,116,Spring
44.3,36.1,7.58,174,Summer
25.64,38.85,53.72,153,Spring
27.2,56.41,80.39,101,Spring
20.14,69.31,108.28,135,Autumn
5.0,53.46,38.27,171,Winter
36.68,28.38,49.07,105,Summer
8.92,71.32,36.7,138,Winter
32.22,60.9,49.38,91,Spring
34.95,41.0,19.57,159,Summer
20.53,92.22,76.45,173,Autumn
19.43,77.34,53.04,107,Autumn
27.4,85.49,316.24,177,Monsoon
27.13,80.84,73.3,175,Autumn
22.53,51.26,31.58,154,Spring
23.18,55.87,73.7,149,Spring
20.35,86.66,310.02,137,Monsoon
25.87,48.0,4.58,150,Winter
13.03,57.17,29.23,149,Winter
23.74,62.29,39.98,136,Spring
30.6,84.48,289.71,128,Monsoon
20.52,50.07,75.7,146,Spring
32.5,24.28,17.35,110,Summer
36.99,47.43,16.75,122,Summer
