record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,soil_n,soil_p,soil_k,soil_ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall_effective_mm,avg_temp_c,temperature_avg_c,humidity_pct,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target,sowing_day_of_year_num
5110,KA028,17.63,87.17,FLD05110,17132,Grapes,Fruit,Year-round,Humid,315,43,196,6.0,0.84,Loam,31,6.3,1424,1241,465,783,1177,26.2,26.2,77,5.3,1.0,0.69,0.73,0.022,0.62,0.66,0.68,0.72,0.73,0.73,0.53,0.56,0.32,0.31,150,Flush,Sprinkler,Grapes,29317,0,Kharif,150
5112,MP010,13.02,68.62,FLD05112,6747,Grapes,Fruit,Year-round,Coastal,209,45,226,6.8,0.76,Sandy,34,10.0,933,724,275,482,635,30.1,30.1,81,5.3,1.0,0.67,0.73,0.01,0.64,0.65,0.63,0.69,0.73,0.69,0.55,0.54,0.28,0.23,159,Flush,Surface,Grapes,11726,0,Kharif,159
5115,PB002,14.4,81.09,FLD05115,12491,Grapes,Fruit,Year-round,Arid,196,42,205,7.1,0.78,Clay Loam,31,17.1,357,308,115,202,263,31.5,31.5,50,4.5,1.0,0.67,0.71,0.01,0.66,0.65,0.66,0.67,0.7,0.71,0.58,0.56,0.31,0.26,146,Flush,Drip,Grapes,20730,0,Kharif,146
5116,HR024,9.4,81.58,FLD05116,7900,Grapes,Fruit,Year-round,Coastal,308,37,217,7.7,0.78,Clay Loam,30,6.3,804,650,241,444,567,28.5,28.5,78,5.5,1.0,0.69,0.74,0.008,0.67,0.64,0.68,0.67,0.74,0.71,0.56,0.56,0.31,0.31,168,Tuber bulking,Surface,Grapes,13642,0,Kharif,168
5117,AP042,27.26,80.12,FLD05117,17086,Grapes,Fruit,Year-round,Mountain,295,32,197,7.7,0.95,Sandy,22,14.0,2548,2115,634,1418,1866,17.0,17.0,67,5.6,1.0,0.69,0.74,0.014,0.65,0.67,0.66,0.7,0.74,0.72,0.56,0.56,0.24,0.31,161,Vegetative,Surface,Grapes,30490,0,Kharif,161
5120,MH003,31.78,92.87,FLD05120,17308,Grapes,Fruit,Year-round,Mountain,253,29,206,7.4,0.64,Sandy Loam,37,7.1,2921,2311,790,1759,2053,21.0,21.0,75,4.7,1.0,0.67,0.72,0.014,0.63,0.64,0.63,0.68,0.72,0.7,0.53,0.53,0.26,0.25,170,Reproductive,Surface,Grapes,26875,0,Kharif,170
5121,MH031,34.67,90.99,FLD05121,18412,Grapes,Fruit,Year-round,Mountain,315,49,232,6.2,0.9,Clay,27,9.6,1050,961,350,675,832,20.9,20.9,60,5.4,1.0,0.69,0.73,0.006,0.67,0.62,0.67,0.72,0.73,0.7,0.56,0.54,0.22,0.26,151,Tuber bulking,Drip,Grapes,33726,0,Kharif,151
5122,MP038,33.25,92.81,FLD05122,5982,Grapes,Fruit,Year-round,Mountain,212,29,207,6.9,0.53,Sandy Clay,36,14.1,2717,2377,900,1886,2096,18.4,18.4,60,4.7,1.0,0.68,0.73,0.014,0.62,0.64,0.68,0.73,0.7,0.69,0.51,0.55,0.33,0.25,152,Fruiting,Sprinkler,Grapes,10419,0,Kharif,152
5123,PB011,19.11,76.29,FLD05123,17651,Grapes,Fruit,Year-round,Semi-Arid,224,36,182,7.1,0.78,Laterite,35,15.1,530,441,146,349,394,28.5,28.5,56,4.7,1.0,0.67,0.71,0.016,0.63,0.62,0.68,0.7,0.71,0.71,0.52,0.51,0.32,0.26,158,Boll formation,Drip,Grapes,30197,0,Kharif,158
5128,HR024,32.57,89.59,FLD05128,13772,Grapes,Fruit,Year-round,Mountain,315,34,233,6.8,0.88,Clay Loam,24,11.9,2959,2686,902,2066,2387,18.7,18.7,75,4.5,1.0,0.68,0.73,0.018,0.63,0.63,0.67,0.71,0.73,0.72,0.52,0.55,0.32,0.24,150,Grand growth,Surface,Grapes,25762,0,Kharif,150
5131,TN036,32.17,75.54,FLD05131,19876,Grapes,Fruit,Year-round,Mountain,228,36,172,7.2,0.76,Loam,30,11.9,2273,2009,695,1504,1896,25.9,25.9,72,5.6,1.0,0.68,0.75,0.024,0.63,0.62,0.64,0.72,0.74,0.75,0.53,0.52,0.27,0.3,169,Flowering,Drip,Grapes,31300,0,Kharif,169
5136,MH043,22.41,84.85,FLD05136,16046,Grapes,Fruit,Year-round,Semi-Arid,247,45,218,6.9,0.66,Sandy Clay,32,13.9,682,598,232,477,514,29.6,29.6,57,4.9,1.0,0.68,0.72,0.008,0.66,0.67,0.63,0.72,0.72,0.7,0.57,0.58,0.24,0.23,140,Pod formation,Drip,Grapes,26888,0,Kharif,140
5137,KA003,21.73,79.33,FLD05137,7573,Grapes,Fruit,Year-round,Humid,259,48,206,6.2,0.53,Loam,20,6.2,1569,1249,530,908,1099,26.4,26.4,79,5.2,1.0,0.68,0.73,0.012,0.64,0.67,0.66,0.67,0.73,0.7,0.56,0.57,0.24,0.29,145,Boll formation,Sprinkler,Grapes,12336,0,Kharif,145
5138,RJ044,16.61,79.84,FLD05138,5784,Grapes,Fruit,Year-round,Semi-Arid,191,29,220,6.3,0.81,Sandy Loam,21,12.8,810,610,266,404,546,29.1,29.1,64,4.8,1.0,0.69,0.75,0.018,0.66,0.64,0.68,0.72,0.69,0.75,0.55,0.54,0.3,0.3,153,Grain filling,Drip,Grapes,9495,0,Kharif,153
5139,MH029,30.09,75.08,FLD05139,15232,Grapes,Fruit,Year-round,Mountain,302,40,217,7.2,0.62,Sandy Loam,34,10.3,964,792,286,508,708,23.8,23.8,73,5.0,1.0,0.69,0.74,0.014,0.66,0.67,0.66,0.67,0.74,0.73,0.57,0.57,0.31,0.25,155,Rhizome development,Drip,Grapes,25714,0,Kharif,155
5140,PB013,15.98,77.79,FLD05140,10265,Grapes,Fruit,Year-round,Humid,220,29,194,6.1,0.62,Sandy,26,8.7,1909,1686,581,1127,1484,26.7,26.7,76,5.5,1.0,0.68,0.72,0.01,0.65,0.64,0.66,0.72,0.7,0.7,0.55,0.53,0.25,0.31,144,Reproductive,Surface,Grapes,16390,0,Kharif,144
5143,UP008,27.12,86.93,FLD05143,12730,Grapes,Fruit,Year-round,Sub-Humid,272,45,208,6.9,0.72,Clay,20,11.7,952,747,249,485,709,29.2,29.2,76,4.8,1.0,0.69,0.74,0.012,0.65,0.67,0.68,0.71,0.74,0.71,0.56,0.58,0.31,0.24,166,Vegetative,Sprinkler,Grapes,22193,0,Kharif,166
5144,HR027,10.75,78.53,FLD05144,15902,Grapes,Fruit,Year-round,Coastal,296,34,200,7.2,0.67,Clay Loam,34,9.1,958,756,316,509,684,30.4,30.4,79,5.7,1.0,0.68,0.72,0.02,0.62,0.65,0.68,0.71,0.72,0.72,0.52,0.53,0.27,0.28,141,Mature,Sprinkler,Grapes,26712,0,Kharif,141
5147,PB014,32.3,78.78,FLD05147,13552,Grapes,Fruit,Year-round,Mountain,189,42,210,6.8,0.72,Sandy,23,9.3,3178,2421,1052,1848,2211,23.1,23.1,82,4.5,1.0,0.68,0.73,0.02,0.63,0.63,0.63,0.72,0.73,0.73,0.53,0.53,0.29,0.28,151,Tuber development,Surface,Grapes,21625,0,Kharif,151
5148,UP049,16.5,81.23,FLD05148,7054,Grapes,Fruit,Year-round,Humid,268,31,225,7.7,0.94,Sandy Clay,23,8.9,2037,1706,638,1294,1571,25.1,25.1,80,5.6,1.0,0.67,0.72,0.012,0.64,0.62,0.64,0.69,0.72,0.7,0.53,0.54,0.28,0.24,149,Boll formation,Surface,Grapes,11095,0,Kharif,149
5152,MH028,26.77,75.12,FLD05152,10242,Grapes,Fruit,Year-round,Plateau,311,30,193,6.4,0.97,Sandy,37,11.2,1265,953,398,628,882,27.9,27.9,64,5.1,1.0,0.68,0.73,0.016,0.63,0.65,0.65,0.71,0.73,0.71,0.52,0.54,0.25,0.24,148,Pod formation,Drip,Grapes,18503,0,Kharif,148
5155,MP024,26.94,79.43,FLD05155,13204,Grapes,Fruit,Year-round,Arid,242,49,193,6.5,0.71,Sandy,27,21.0,437,343,148,225,298,31.2,31.2,52,5.5,1.0,0.69,0.73,0.014,0.64,0.66,0.67,0.71,0.73,0.71,0.56,0.57,0.24,0.31,167,Boll formation,Drip,Grapes,22216,0,Kharif,167
5156,MH040,20.7,83.32,FLD05156,5553,Grapes,Fruit,Year-round,Semi-Arid,211,45,217,6.2,0.8,Clay,28,12.8,622,589,187,383,511,29.0,29.0,63,5.3,1.0,0.67,0.74,0.022,0.63,0.62,0.67,0.69,0.69,0.74,0.52,0.54,0.3,0.32,157,Bulbing,Drip,Grapes,9636,0,Kharif,157
5159,GJ009,10.86,82.84,FLD05159,18146,Grapes,Fruit,Year-round,Plateau,271,38,216,7.3,0.84,Clay Loam,22,13.9,1228,1010,313,710,861,28.9,28.9,75,5.5,1.0,0.69,0.75,0.018,0.66,0.63,0.67,0.72,0.72,0.75,0.55,0.54,0.31,0.31,169,Flowering,Sprinkler,Grapes,31646,0,Kharif,169
5160,HR021,16.57,75.73,FLD05160,7935,Grapes,Fruit,Year-round,Semi-Arid,185,28,232,6.8,0.92,Clay Loam,24,14.9,594,483,209,371,426,31.7,31.7,62,5.3,1.0,0.68,0.74,0.008,0.66,0.67,0.63,0.67,0.74,0.7,0.55,0.56,0.3,0.27,147,Fruiting,Drip,Grapes,14050,0,Kharif,147
5161,GJ012,13.12,73.36,FLD05161,14772,Grapes,Fruit,Year-round,Humid,288,33,185,6.2,0.74,Clay,37,9.0,3118,2424,736,1629,2181,28.5,28.5,81,4.4,1.0,0.69,0.75,0.02,0.65,0.66,0.66,0.69,0.74,0.75,0.57,0.58,0.24,0.23,170,Mature,Drip,Grapes,23312,0,Kharif,170
5165,GJ022,16.73,80.35,FLD05165,5924,Grapes,Fruit,Year-round,Semi-Arid,256,31,229,7.4,0.86,Sandy,25,13.3,512,414,184,259,378,29.1,29.1,64,5.5,1.0,0.69,0.73,0.014,0.66,0.62,0.68,0.71,0.71,0.73,0.57,0.51,0.23,0.31,170,Boll formation,Sprinkler,Grapes,10098,0,Kharif,170
5167,KA041,25.6,89.98,FLD05167,13365,Grapes,Fruit,Year-round,Sub-Humid,193,34,173,6.6,0.88,Clay,21,10.3,1166,932,394,672,794,28.3,28.3,71,5.2,1.0,0.68,0.74,0.008,0.65,0.63,0.69,0.69,0.74,0.69,0.54,0.53,0.25,0.31,151,Vegetative,Drip,Grapes,20087,0,Kharif,151
5172,UP039,19.42,70.31,FLD05172,18158,Grapes,Fruit,Year-round,Coastal,193,38,205,6.7,0.63,Sandy,32,11.2,1270,1120,497,751,1001,29.3,29.3,71,4.7,1.0,0.67,0.69,0.016,0.61,0.67,0.68,0.69,0.69,0.69,0.52,0.56,0.33,0.22,143,Grain filling,Drip,Grapes,32269,0,Kharif,143
5175,KA035,11.86,77.94,FLD05175,11975,Grapes,Fruit,Year-round,Arid,307,28,191,7.5,0.79,Sandy Clay,31,22.4,469,365,109,265,342,35.8,35.8,53,4.4,1.0,0.67,0.73,0.022,0.62,0.63,0.65,0.69,0.71,0.73,0.52,0.54,0.29,0.29,154,Pod formation,Drip,Grapes,18570,0,Kharif,154
5177,MH006,28.92,85.46,FLD05177,18944,Grapes,Fruit,Year-round,Sub-Humid,301,31,204,7.0,0.79,Sandy Loam,27,10.8,1076,824,299,580,770,29.3,29.3,73,5.1,1.0,0.66,0.71,0.018,0.62,0.62,0.63,0.67,0.69,0.71,0.54,0.52,0.29,0.25,141,Boll formation,Sprinkler,Grapes,32211,0,Kharif,141
5178,HR002,29.8,89.29,FLD05178,19058,Grapes,Fruit,Year-round,Mountain,300,48,181,5.9,0.94,Clay,31,12.2,1608,1522,507,1104,1349,19.1,19.1,71,5.1,1.0,0.67,0.73,0.014,0.62,0.62,0.64,0.7,0.73,0.69,0.52,0.51,0.3,0.25,150,Mature,Sprinkler,Grapes,31345,0,Kharif,150
5179,KA047,27.49,87.88,FLD05179,13493,Grapes,Fruit,Year-round,Sub-Humid,251,33,178,7.0,0.75,Laterite,38,8.6,851,647,282,464,603,29.5,29.5,71,5.0,1.0,0.67,0.72,0.014,0.65,0.63,0.68,0.67,0.7,0.72,0.57,0.55,0.3,0.3,159,Grain filling,Surface,Grapes,22319,0,Kharif,159
5184,MP032,28.91,86.26,FLD05184,11374,Grapes,Fruit,Year-round,Mountain,289,51,210,7.4,0.57,Laterite,31,7.3,1702,1294,556,835,1218,24.6,24.6,62,4.6,1.0,0.68,0.73,0.02,0.63,0.62,0.66,0.69,0.73,0.73,0.55,0.53,0.31,0.31,168,Bulbing,Surface,Grapes,21221,0,Kharif,168
5187,UP029,10.19,70.65,FLD05187,10569,Grapes,Fruit,Year-round,Arid,189,31,175,6.7,0.58,Sandy Clay,32,23.6,307,243,85,191,210,33.4,33.4,51,5.4,1.0,0.69,0.75,0.022,0.62,0.65,0.67,0.69,0.75,0.73,0.53,0.57,0.24,0.24,168,Rhizome development,Drip,Grapes,22042,0,Kharif,168
5188,UP046,29.63,75.46,FLD05188,15330,Grapes,Fruit,Year-round,Mountain,264,31,232,7.3,0.84,Clay Loam,35,8.2,2436,1893,690,1431,1785,23.3,23.3,82,5.6,1.0,0.68,0.73,0.024,0.61,0.66,0.65,0.73,0.7,0.73,0.51,0.56,0.3,0.27,160,Rhizome development,Sprinkler,Grapes,25295,0,Kharif,160
5195,TN003,24.16,72.43,FLD05195,19280,Grapes,Fruit,Year-round,Plateau,300,31,205,6.1,0.91,Sandy Loam,36,13.3,718,652,201,519,564,28.8,28.8,69,5.0,1.0,0.68,0.72,0.016,0.64,0.63,0.67,0.68,0.72,0.72,0.56,0.53,0.3,0.23,168,Tuber development,Sprinkler,Grapes,33175,0,Kharif,168
5197,AP010,27.74,91.66,FLD05197,12488,Grapes,Fruit,Year-round,Mountain,277,39,197,6.8,0.59,Sandy Clay,36,7.1,1686,1450,560,1025,1328,16.8,16.8,68,5.5,1.0,0.67,0.72,0.016,0.62,0.62,0.67,0.72,0.7,0.7,0.52,0.53,0.25,0.31,157,Rhizome development,Drip,Grapes,20939,0,Kharif,157
5198,AP026,20.59,73.84,FLD05198,8061,Grapes,Fruit,Year-round,Humid,292,32,238,6.9,0.74,Sandy Clay,28,5.1,2848,2519,1002,1620,2289,27.3,27.3,79,5.0,1.0,0.68,0.72,0.02,0.62,0.65,0.66,0.69,0.72,0.72,0.54,0.54,0.32,0.27,155,Nut development,Drip,Grapes,15162,0,Kharif,155
5200,HR018,25.79,78.89,FLD05200,12786,Grapes,Fruit,Year-round,Mountain,248,50,201,6.8,0.75,Sandy Loam,24,11.1,1423,1338,563,857,1270,23.3,23.3,76,5.6,1.0,0.68,0.73,0.018,0.64,0.63,0.64,0.69,0.73,0.73,0.53,0.52,0.26,0.32,153,Fruiting,Surface,Grapes,21736,0,Kharif,153
5201,PB004,10.22,84.88,FLD05201,8988,Grapes,Fruit,Year-round,Semi-Arid,308,50,233,7.7,0.84,Clay,33,17.1,604,502,161,399,463,30.5,30.5,65,4.5,1.0,0.67,0.7,0.01,0.64,0.67,0.66,0.68,0.7,0.69,0.56,0.58,0.24,0.25,156,Reproductive,Drip,Grapes,16448,0,Kharif,156
5203,MP034,23.33,82.81,FLD05203,10620,Grapes,Fruit,Year-round,Humid,320,52,186,7.4,0.95,Laterite,20,9.3,2720,2448,921,1816,2146,25.8,25.8,85,4.7,1.0,0.68,0.72,0.018,0.63,0.67,0.65,0.7,0.7,0.72,0.55,0.58,0.23,0.23,163,Vegetative,Sprinkler,Grapes,18044,0,Kharif,163
5204,GJ041,11.33,86.14,FLD05204,8227,Grapes,Fruit,Year-round,Sub-Humid,242,40,170,7.6,0.94,Sandy Clay,36,12.4,854,760,284,536,691,28.8,28.8,72,4.5,1.0,0.69,0.73,0.016,0.65,0.67,0.65,0.7,0.72,0.73,0.54,0.58,0.26,0.3,163,Boll formation,Sprinkler,Grapes,14178,0,Kharif,163
5205,AP014,14.12,79.49,FLD05205,6258,Grapes,Fruit,Year-round,Humid,288,35,214,7.1,0.91,Sandy Clay,34,6.9,1947,1482,530,1034,1306,26.4,26.4,78,5.7,1.0,0.67,0.74,0.02,0.64,0.62,0.66,0.67,0.72,0.74,0.53,0.51,0.3,0.33,170,Grain filling,Surface,Grapes,9941,0,Kharif,170
5206,RJ048,18.84,76.75,FLD05206,13760,Grapes,Fruit,Year-round,Coastal,230,41,203,7.0,0.62,Clay Loam,36,8.9,2775,2396,1028,1660,2203,30.3,30.3,80,5.0,1.0,0.68,0.75,0.026,0.62,0.63,0.64,0.69,0.74,0.75,0.52,0.52,0.32,0.24,166,Pod formation,Surface,Grapes,24890,0,Kharif,166
5207,RJ039,20.0,84.93,FLD05207,8934,Grapes,Fruit,Year-round,Humid,216,32,222,7.4,0.96,Sandy,26,7.1,2783,2529,934,1525,2236,28.4,28.4,80,4.5,1.0,0.69,0.74,0.02,0.64,0.67,0.68,0.72,0.72,0.74,0.53,0.56,0.27,0.23,163,Tillering,Surface,Grapes,15328,0,Kharif,163
5208,RJ002,27.98,70.47,FLD05208,6256,Grapes,Fruit,Year-round,Humid,297,41,204,6.6,0.84,Clay Loam,25,9.9,1700,1350,598,1069,1161,25.2,25.2,76,5.6,1.0,0.69,0.74,0.004,0.67,0.64,0.64,0.73,0.74,0.69,0.59,0.54,0.25,0.23,144,Mature,Surface,Grapes,10365,0,Kharif,144
5210,KA014,13.47,72.28,FLD05210,16962,Grapes,Fruit,Year-round,Sub-Humid,219,49,225,7.2,0.58,Sandy Loam,26,10.9,912,815,299,494,756,29.6,29.6,68,5.2,1.0,0.69,0.74,0.024,0.62,0.65,0.67,0.71,0.74,0.74,0.54,0.55,0.3,0.25,141,Pod formation,Sprinkler,Grapes,32633,0,Kharif,141
5212,KA022,26.18,82.23,FLD05212,15163,Grapes,Fruit,Year-round,Mountain,259,41,202,7.3,0.91,Clay Loam,34,12.3,3212,2990,1193,1935,2797,19.6,19.6,78,5.3,1.0,0.67,0.71,0.02,0.61,0.65,0.69,0.7,0.69,0.71,0.51,0.55,0.3,0.25,149,Bulbing,Drip,Grapes,27855,0,Kharif,149
5213,PB032,15.89,84.4,FLD05213,17301,Grapes,Fruit,Year-round,Plateau,279,45,210,7.6,0.77,Sandy,29,8.1,779,602,198,475,568,29.2,29.2,67,4.9,1.0,0.68,0.72,0.014,0.63,0.66,0.67,0.72,0.7,0.7,0.54,0.55,0.26,0.27,142,Rhizome development,Drip,Grapes,32054,0,Kharif,142
5214,MH008,14.43,79.71,FLD05214,9620,Grapes,Fruit,Year-round,Humid,244,32,184,7.0,0.5,Sandy Clay,25,9.2,2158,1862,622,1219,1694,27.1,27.1,80,5.2,1.0,0.68,0.72,0.006,0.67,0.63,0.67,0.69,0.72,0.7,0.58,0.52,0.23,0.32,170,Tillering,Drip,Grapes,15341,0,Kharif,170
5215,MH024,11.93,77.58,FLD05215,18331,Grapes,Fruit,Year-round,Coastal,282,30,236,7.5,0.68,Sandy Loam,27,9.6,1954,1488,607,1139,1408,29.6,29.6,73,5.7,1.0,0.67,0.72,0.016,0.64,0.64,0.66,0.68,0.7,0.72,0.56,0.56,0.26,0.27,152,Vegetative,Surface,Grapes,31550,0,Kharif,152
5217,TN020,27.69,70.49,FLD05217,11630,Grapes,Fruit,Year-round,Plateau,252,50,238,6.0,0.56,Laterite,22,14.3,963,751,299,453,678,30.2,30.2,76,5.0,1.0,0.67,0.7,0.012,0.63,0.61,0.68,0.7,0.69,0.69,0.54,0.53,0.24,0.29,159,Flush,Surface,Grapes,21532,0,Kharif,159
5218,HR003,10.93,84.65,FLD05218,17465,Grapes,Fruit,Year-round,Coastal,211,40,172,6.6,0.93,Sandy Loam,30,8.3,2643,2154,770,1666,1959,28.3,28.3,70,5.2,1.0,0.67,0.73,0.024,0.61,0.64,0.64,0.7,0.69,0.73,0.52,0.54,0.27,0.29,150,Reproductive,Sprinkler,Grapes,26905,0,Kharif,150
5220,HR023,10.59,69.24,FLD05220,18029,Grapes,Fruit,Year-round,Coastal,307,34,197,7.2,0.77,Sandy Clay,32,10.2,2790,2641,969,1735,2264,30.2,30.2,80,5.7,1.0,0.69,0.73,0.014,0.64,0.65,0.68,0.73,0.7,0.71,0.56,0.56,0.25,0.26,153,Bearing,Drip,Grapes,33371,0,Kharif,153
5225,AP036,8.15,78.39,FLD05225,7675,Grapes,Fruit,Year-round,Coastal,251,51,200,5.9,0.81,Sandy Clay,27,10.0,1201,1020,309,640,937,29.3,29.3,74,4.9,1.0,0.68,0.72,0.016,0.64,0.66,0.68,0.68,0.71,0.72,0.56,0.56,0.23,0.26,144,Nut development,Drip,Grapes,13445,0,Kharif,144
5226,MP031,11.17,72.91,FLD05226,9796,Grapes,Fruit,Year-round,Humid,221,50,202,6.7,0.78,Sandy Loam,38,5.5,2323,2025,870,1470,1898,28.4,28.4,82,5.1,1.0,0.67,0.71,0.01,0.65,0.64,0.66,0.67,0.71,0.7,0.56,0.55,0.23,0.25,147,Bearing,Drip,Grapes,16309,0,Kharif,147
5231,TN014,20.37,70.43,FLD05231,16996,Grapes,Fruit,Year-round,Humid,249,52,214,7.7,0.88,Clay Loam,38,5.9,1474,1198,400,891,1118,25.9,25.9,82,5.4,1.0,0.68,0.73,0.014,0.66,0.63,0.66,0.7,0.69,0.73,0.55,0.52,0.32,0.33,150,Grand growth,Sprinkler,Grapes,30034,0,Kharif,150
5232,MP038,12.04,83.57,FLD05232,9339,Grapes,Fruit,Year-round,Arid,247,36,194,6.9,0.65,Clay,31,23.1,375,297,108,185,270,32.7,32.7,51,4.5,1.0,0.69,0.73,0.014,0.66,0.67,0.68,0.71,0.72,0.73,0.55,0.57,0.3,0.3,166,Flowering,Sprinkler,Grapes,16641,0,Kharif,166
5234,AP038,25.16,88.14,FLD05234,5082,Grapes,Fruit,Year-round,Mountain,295,35,215,6.8,0.92,Sandy,26,12.0,3259,2685,866,1959,2294,22.1,22.1,61,4.5,1.0,0.68,0.73,0.02,0.63,0.63,0.68,0.7,0.72,0.73,0.53,0.55,0.3,0.26,149,Fruiting,Drip,Grapes,8447,0,Kharif,149
5238,RJ034,16.36,88.44,FLD05238,11792,Grapes,Fruit,Year-round,Arid,254,43,187,7.0,0.98,Sandy,32,20.4,357,317,125,238,299,35.6,35.6,58,5.2,1.0,0.68,0.7,0.006,0.66,0.66,0.68,0.7,0.7,0.69,0.56,0.58,0.23,0.31,155,Bulbing,Drip,Grapes,19912,0,Kharif,155
5239,HR031,14.95,78.13,FLD05239,13763,Grapes,Fruit,Year-round,Humid,232,40,195,7.4,0.69,Loam,21,7.7,2404,1962,763,1544,1751,26.3,26.3,75,5.4,1.0,0.69,0.75,0.02,0.65,0.63,0.68,0.68,0.72,0.75,0.55,0.55,0.27,0.28,167,Nut development,Surface,Grapes,22238,0,Kharif,167
5246,GJ001,26.97,78.22,FLD05246,12542,Grapes,Fruit,Year-round,Mountain,283,31,233,7.8,0.96,Sandy,22,11.7,1979,1543,483,1134,1376,23.0,23.0,69,5.0,1.0,0.67,0.7,0.01,0.64,0.64,0.67,0.7,0.7,0.69,0.53,0.56,0.27,0.25,143,Rhizome development,Drip,Grapes,20406,0,Kharif,143
5250,AP003,10.76,88.65,FLD05250,13563,Grapes,Fruit,Year-round,Humid,230,35,195,7.0,0.51,Sandy,27,8.8,1647,1548,663,1066,1323,25.1,25.1,81,4.9,1.0,0.69,0.74,0.02,0.64,0.64,0.68,0.71,0.74,0.74,0.53,0.56,0.25,0.3,165,Bearing,Drip,Grapes,24739,0,Kharif,165
5251,RJ017,15.15,79.66,FLD05251,17239,Pomegranate,Fruit,Year-round,Coastal,270,34,174,7.2,0.69,Loam,20,11.6,2792,2641,860,2041,2253,28.7,28.7,74,5.8,1.05,0.68,0.7,0.006,0.67,0.63,0.66,0.7,0.7,0.7,0.56,0.52,0.26,0.24,168,Bulbing,Sprinkler,Pomegranate,16969,0,Kharif,168
5254,KA028,25.42,72.81,FLD05254,15139,Pomegranate,Fruit,Year-round,Humid,291,39,202,7.8,0.57,Clay,27,9.6,1804,1523,618,1030,1428,25.9,25.9,83,5.1,1.05,0.67,0.71,0.01,0.66,0.62,0.64,0.69,0.69,0.71,0.57,0.54,0.31,0.29,169,Pod formation,Sprinkler,Pomegranate,14371,0,Kharif,169
5259,MP020,19.34,83.83,FLD05259,13375,Pomegranate,Fruit,Year-round,Humid,298,30,240,6.3,0.53,Clay,37,9.4,2684,2287,780,1403,2163,25.3,25.3,79,5.1,1.05,0.69,0.74,0.012,0.66,0.65,0.67,0.72,0.74,0.72,0.58,0.57,0.28,0.27,140,Rhizome development,Drip,Pomegranate,14892,0,Kharif,140
5261,PB039,12.33,71.82,FLD05261,6117,Pomegranate,Fruit,Year-round,Plateau,218,44,236,6.6,0.92,Sandy Clay,35,8.6,711,642,208,469,560,29.4,29.4,63,5.3,1.05,0.68,0.74,0.018,0.64,0.64,0.67,0.67,0.74,0.73,0.53,0.54,0.29,0.25,140,Flush,Drip,Pomegranate,6654,0,Kharif,140
5263,MH044,29.49,78.72,FLD05263,13841,Pomegranate,Fruit,Year-round,Mountain,203,40,193,7.5,0.5,Clay,35,9.8,2359,1813,662,1395,1657,19.3,19.3,81,4.8,1.05,0.67,0.71,0.01,0.66,0.63,0.69,0.67,0.69,0.71,0.55,0.53,0.27,0.25,157,Tuber bulking,Sprinkler,Pomegranate,13458,0,Kharif,157
5267,MH021,25.14,80.3,FLD05267,19856,Pomegranate,Fruit,Year-round,Mountain,267,41,173,6.8,0.87,Clay Loam,38,7.7,3216,2830,879,2161,2520,16.2,16.2,66,5.8,1.05,0.67,0.74,0.014,0.63,0.63,0.63,0.68,0.74,0.7,0.52,0.53,0.28,0.24,161,Flowering,Surface,Pomegranate,18486,0,Kharif,161
5270,MH012,22.32,88.53,FLD05270,5969,Pomegranate,Fruit,Year-round,Plateau,271,28,197,6.4,0.57,Laterite,31,10.9,1078,872,332,575,791,27.6,27.6,66,5.3,1.05,0.67,0.71,0.02,0.61,0.64,0.66,0.69,0.71,0.71,0.5,0.54,0.32,0.33,153,Grain filling,Surface,Pomegranate,5645,0,Kharif,153
5271,PB014,23.73,79.7,FLD05271,13905,Pomegranate,Fruit,Year-round,Semi-Arid,254,38,206,7.6,0.53,Sandy Clay,33,12.3,826,638,193,458,589,31.9,31.9,64,5.2,1.05,0.67,0.72,0.01,0.67,0.63,0.64,0.67,0.71,0.72,0.59,0.54,0.24,0.29,150,Nut development,Drip,Pomegranate,14277,0,Kharif,150
5276,PB018,10.17,79.6,FLD05276,6955,Pomegranate,Fruit,Year-round,Semi-Arid,283,39,195,7.4,0.9,Clay Loam,21,12.0,844,697,273,484,649,31.8,31.8,66,5.0,1.05,0.68,0.74,0.014,0.66,0.63,0.65,0.69,0.74,0.73,0.55,0.55,0.28,0.26,156,Grain filling,Drip,Pomegranate,7546,0,Kharif,156
5277,UP030,29.43,71.64,FLD05277,18846,Pomegranate,Fruit,Year-round,Plateau,314,44,222,7.6,0.65,Sandy,26,9.5,1035,922,315,590,818,29.9,29.9,76,5.8,1.05,0.67,0.74,0.014,0.62,0.63,0.65,0.68,0.74,0.69,0.52,0.53,0.27,0.23,164,Fruiting,Sprinkler,Pomegranate,21528,0,Kharif,164
